customer_id,region,customer_type
12838,East,Retail
12839,West,Wholesale
12840,Central,Retail
12841,East,Retail
12842,Central,Retail
12843,West,Retail
12844,Central,Retail
12845,West,Retail
12846,North,Wholesale
12847,South,Retail
12848,Central,Wholesale
12849,South,Retail
12850,Central,Retail
12851,East,Retail
12852,North,Retail
12853,North,Wholesale
12854,East,Wholesale
12855,East,Retail
12856,North,Retail
12857,West,Retail
12858,Central,Retail
12859,South,Retail
12860,South,Wholesale
12861,Central,Retail
12862,West,Wholesale
12863,East,Wholesale
12864,East,Retail
12865,South,Retail
12866,Central,Retail
12867,West,Wholesale
12868,East,Wholesale
12869,South,Retail
12870,West,Retail
12871,North,Retail
12872,Central,Retail
12873,South,Retail
12874,West,Retail
12875,North,Retail
12876,South,Retail
12877,South,Retail
12878,East,Retail
12879,Central,Retail
12880,East,Retail
12881,North,Retail
12882,North,Retail
12883,North,Retail
12884,South,Retail
12885,Central,Retail
12886,East,Wholesale
12887,Central,Wholesale
12888,East,Retail
12889,Central,Retail
12890,North,Retail
12891,North,Retail
12892,North,Retail
12893,South,Retail
12894,South,Retail
12895,West,Retail
12896,Central,Wholesale
12897,East,Retail
12898,East,Retail
12899,West,Retail
12900,West,Retail
12901,East,Retail
12902,Central,Wholesale
12903,North,Retail
12904,East,Retail
12905,West,Retail
12906,North,Retail
12907,North,Retail
12908,South,Wholesale
12909,South,Retail
12910,Central,Wholesale
12911,North,Retail
12912,North,Wholesale
12913,East,Retail
12914,Central,Retail
12915,East,Retail
12916,West,Retail
12917,East,Wholesale
12918,North,Retail
12919,North,Retail
12920,East,Retail
12921,North,Retail
12922,East,Wholesale
12923,West,Retail
12924,South,Retail
12925,Central,Retail
12926,North,Retail
12927,North,Retail
12928,East,Wholesale
12929,North,Retail
12930,West,Retail
12931,Central,Retail
12932,North,Retail
12933,West,Retail
12934,South,Retail
12935,South,Retail
12936,East,Wholesale
12937,Central,Wholesale
12938,Central,Retail
12939,East,Retail
12940,North,Retail
12941,East,Retail
12942,North,Wholesale
12943,East,Retail
12944,South,Retail
12945,West,Retail
12946,North,Retail
12947,South,Retail
12948,East,Retail
12949,North,Retail
12950,North,Retail
12951,West,Retail
12952,South,Retail
12953,North,Retail
12954,South,Wholesale
12955,South,Retail
12956,Central,Retail
12957,East,Retail
12958,West,Retail
12959,Central,Retail
12960,South,Retail
12961,South,Retail
12962,North,Retail
12963,West,Retail
12964,North,Retail
12965,West,Retail
12966,South,Wholesale
12967,South,Retail
12968,East,Retail
12969,Central,Wholesale
12970,Central,Retail
12971,East,Retail
12972,South,Retail
12973,East,Retail
12974,West,Retail
12975,West,Retail
12976,South,Wholesale
12977,West,Retail
12978,Central,Retail
12979,East,Retail
12980,Central,Retail
12981,West,Retail
12982,North,Wholesale
12983,East,Wholesale
12984,South,Retail
12985,South,Retail
12986,Central,Wholesale
12987,Central,Retail
12988,East,Retail
12989,South,Retail
12990,South,Wholesale
12991,Central,Retail
12992,West,Retail
12993,West,Retail
12994,East,Retail
12995,North,Retail
12996,East,Wholesale
12997,North,Wholesale
12998,North,Retail
12999,Central,Retail
13000,Central,Retail
13001,Central,Retail
13002,West,Retail
13003,North,Retail
13004,South,Retail
13005,West,Retail
13006,North,Retail
13007,North,Retail
13008,South,Wholesale
13009,Central,Wholesale
13010,East,Retail
13011,Central,Wholesale
13012,Central,Retail
13013,North,Retail
13014,South,Retail
13015,North,Retail
13016,Central,Retail
13017,Central,Wholesale
13018,Central,Retail
13019,West,Wholesale
13020,West,Retail
13021,East,Retail
13022,East,Wholesale
13023,Central,Retail
13024,South,Retail
13025,East,Retail
13026,North,Retail
13027,South,Retail
13028,North,Retail
13029,West,Retail
13030,East,Wholesale
13031,North,Retail
13032,North,Retail
13033,South,Retail
13034,East,Retail
13035,Central,Retail
13036,North,Retail
13037,Central,Retail
13038,East,Retail
13039,East,Retail
13040,West,Retail
13041,South,Retail
13042,South,Retail
13043,Central,Retail
13044,Central,Retail
13045,West,Retail
13046,West,Retail
13047,Central,Retail
13048,North,Retail
13049,Central,Retail
13050,Central,Retail
13051,North,Retail
13052,Central,Retail
13053,North,Retail
13054,West,Wholesale
13055,West,Wholesale
13056,Central,Retail
13057,East,Wholesale
13058,North,Retail
13059,West,Retail
13060,Central,Retail
13061,East,Retail
13062,South,Retail
13063,West,Retail
13064,West,Retail
13065,East,Retail
13066,North,Wholesale
13067,Central,Retail
13068,East,Retail
13069,West,Retail
13070,West,Retail
13071,West,Retail
13072,Central,Retail
13073,Central,Retail
13074,West,Retail
13075,North,Retail
13076,East,Wholesale
13077,Central,Wholesale
13078,Central,Retail
13079,North,Retail
13080,West,Retail
13081,East,Wholesale
13082,West,Retail
13083,South,Retail
13084,Central,Wholesale
13085,West,Wholesale
13086,South,Retail
13087,East,Retail
13088,South,Retail
13089,North,Retail
13090,West,Retail
13091,North,Retail
13092,South,Retail
13093,North,Retail
13094,Central,Wholesale
13095,East,Retail
13096,North,Retail
13097,East,Retail
13098,North,Wholesale
13099,Central,Retail
13100,West,Retail
13101,East,Retail
13102,West,Retail
13103,East,Retail
13104,Central,Wholesale
13105,West,Retail
13106,West,Retail
13107,South,Retail
13108,North,Retail
13109,East,Retail
13110,West,Retail
13111,Central,Retail
13112,South,Retail
13113,West,Wholesale
13114,West,Retail
13115,West,Retail
13116,West,Retail
13117,North,Wholesale
13118,North,Retail
13119,Central,Wholesale
13120,West,Retail
13121,Central,Retail
13122,East,Retail
13123,West,Retail
13124,West,Retail
13125,West,Retail
13126,North,Wholesale
13127,South,Retail
13128,Central,Wholesale
13129,Central,Retail
13130,Central,Wholesale
13131,East,Retail
13132,South,Retail
13133,East,Wholesale
13134,North,Retail
13135,Central,Wholesale
13136,South,Retail
13137,West,Wholesale
13138,North,Wholesale
13139,Central,Retail
13140,North,Wholesale
13141,East,Retail
13142,West,Retail
13143,North,Retail
13144,South,Retail
13145,West,Retail
13146,South,Retail
13147,North,Wholesale
13148,East,Retail
13149,South,Wholesale
13150,South,Wholesale
13151,North,Retail
13152,East,Retail
13153,Central,Retail
13154,North,Retail
13155,West,Retail
13156,West,Retail
13157,South,Retail
13158,South,Wholesale
13159,East,Retail
13160,East,Retail
13161,North,Wholesale
13162,North,Retail
13163,North,Retail
13164,Central,Retail
13165,South,Retail
13166,Central,Retail
13167,North,Retail
13168,Central,Wholesale
13169,Central,Retail
13170,Central,Retail
13171,East,Wholesale
13172,East,Retail
13173,East,Wholesale
13174,West,Retail
13175,South,Retail
13176,North,Retail
13177,South,Wholesale
13178,West,Wholesale
13179,East,Retail
13180,East,Retail
13181,West,Retail
13182,South,Retail
13183,South,Retail
13184,North,Retail
13185,Central,Retail
13186,West,Retail
13187,Central,Retail
13188,North,Retail
13189,South,Wholesale
13190,East,Retail
13191,South,Wholesale
13192,South,Retail
13193,South,Wholesale
13194,East,Retail
13195,East,Retail
13196,South,Retail
13197,East,Retail
13198,Central,Retail
13199,West,Retail
13200,West,Retail
13201,North,Retail
13202,East,Retail
13203,West,Retail
13204,West,Retail
13205,South,Wholesale
13206,East,Retail
13207,East,Retail
13208,Central,Retail
13209,North,Wholesale
13210,North,Wholesale
13211,North,Retail
13212,Central,Retail
13213,West,Retail
13214,North,Wholesale
13215,West,Retail
13216,West,Retail
13217,West,Retail
13218,Central,Retail
13219,East,Wholesale
13220,South,Retail
13221,Central,Retail
13222,North,Retail
13223,North,Retail
13224,East,Retail
13225,West,Retail
13226,South,Retail
13227,North,Retail
13228,Central,Retail
13229,South,Retail
13230,East,Retail
13231,South,Retail
13232,Central,Wholesale
13233,East,Retail
13234,West,Retail
13235,East,Retail
13236,West,Retail
13237,West,Retail
13238,East,Retail
13239,Central,Retail
13240,Central,Retail
13241,West,Wholesale
13242,South,Retail
13243,Central,Retail
13244,Central,Retail
13245,Central,Wholesale
13246,West,Wholesale
13247,East,Retail
13248,West,Retail
13249,West,Retail
13250,South,Retail
13251,North,Wholesale
13252,East,Retail
13253,East,Retail
13254,South,Retail
13255,South,Retail
13256,East,Retail
13257,East,Retail
13258,Central,Retail
13259,Central,Retail
13260,Central,Retail
13261,West,Retail
13262,North,Retail
13263,East,Wholesale
13264,East,Wholesale
13265,West,Retail
13266,North,Wholesale
13267,East,Retail
13268,Central,Retail
13269,West,Retail
13270,West,Retail
13271,East,Wholesale
13272,North,Retail
13273,North,Retail
13274,West,Retail
13275,North,Retail
13276,Central,Retail
13277,South,Retail
13278,West,Retail
13279,Central,Retail
13280,North,Retail
13281,Central,Wholesale
13282,West,Wholesale
13283,Central,Wholesale
13284,Central,Retail
13285,East,Retail
13286,South,Retail
13287,South,Wholesale
13288,Central,Retail
13289,East,Retail
13290,West,Retail
13291,Central,Retail
13292,South,Wholesale
13293,Central,Retail
13294,Central,Retail
13295,West,Retail
13296,West,Wholesale
13297,West,Retail
13298,South,Retail
13299,Central,Retail
13300,North,Retail
13301,North,Wholesale
13302,East,Wholesale
13303,South,Retail
13304,Central,Retail
13305,Central,Retail
13306,West,Retail
13307,Central,Retail
13308,West,Retail
13309,Central,Retail
13310,North,Wholesale
13311,East,Retail
13312,East,Retail
13313,West,Retail
13314,East,Retail
13315,Central,Retail
13316,South,Retail
13317,North,Retail
13318,West,Retail
13319,Central,Retail
13320,East,Wholesale
13321,North,Retail
13322,South,Retail
13323,East,Retail
13324,West,Retail
13325,Central,Retail
13326,South,Retail
13327,West,Retail
13328,Central,Retail
13329,East,Retail
13330,South,Retail
13331,North,Retail
13332,West,Retail
13333,West,Retail
13334,North,Retail
13335,North,Retail
13336,West,Retail
13337,West,Retail
13338,North,Retail
13339,West,Retail
13340,South,Retail
13341,Central,Retail
13342,South,Wholesale
13343,Central,Wholesale
13344,West,Retail
13345,North,Wholesale
13346,West,Retail
13347,West,Retail
13348,West,Retail
13349,East,Retail
13350,North,Retail
13351,West,Retail
13352,North,Retail
13353,Central,Retail
13354,West,Retail
13355,East,Retail
13356,East,Wholesale
13357,West,Retail
13358,Central,Retail
13359,Central,Retail
13360,West,Wholesale
13361,North,Retail
13362,East,Wholesale
13363,North,Retail
13364,South,Retail
13365,East,Retail
13366,South,Retail
13367,Central,Retail
13368,Central,Wholesale
13369,West,Wholesale
13370,West,Wholesale
13371,East,Retail
13372,East,Wholesale
13373,East,Retail
13374,Central,Retail
13375,Central,Retail
13376,Central,Retail
13377,West,Retail
13378,South,Retail
13379,Central,Wholesale
13380,South,Wholesale
13381,North,Wholesale
13382,North,Retail
13383,East,Retail
13384,Central,Retail
13385,South,Retail
13386,South,Retail
13387,North,Retail
13388,East,Retail
13389,West,Wholesale
13390,Central,Retail
13391,East,Retail
13392,South,Retail
13393,West,Retail
13394,Central,Retail
13395,South,Retail
13396,Central,Retail
13397,West,Wholesale
13398,Central,Retail
13399,North,Wholesale
13400,West,Retail
13401,East,Retail
13402,West,Retail
13403,Central,Retail
13404,South,Retail
13405,West,Retail
13406,East,Retail
13407,South,Retail
13408,East,Retail
13409,South,Retail
13410,Central,Retail
13411,South,Retail
13412,Central,Retail
13413,South,Retail
13414,West,Retail
13415,West,Retail
13416,South,Retail
13417,South,Wholesale
13418,West,Retail
13419,West,Wholesale
13420,West,Retail
13421,North,Retail
13422,West,Wholesale
13423,East,Retail
13424,West,Retail
13425,South,Retail
13426,North,Wholesale
13427,North,Retail
13428,Central,Retail
13429,East,Retail
13430,West,Wholesale
13431,East,Wholesale
13432,East,Retail
13433,East,Retail
13434,West,Retail
13435,West,Retail
13436,South,Retail
13437,South,Retail
13438,West,Retail
13439,East,Wholesale
13440,Central,Retail
13441,East,Retail
13442,East,Retail
13443,North,Retail
13444,North,Retail
13445,South,Retail
13446,West,Retail
13447,Central,Wholesale
13448,Central,Retail
13449,East,Wholesale
13450,East,Retail
13451,East,Retail
13452,North,Retail
13453,North,Retail
13454,West,Retail
13455,West,Retail
13456,West,Retail
13457,East,Retail
13458,South,Wholesale
13459,West,Wholesale
13460,West,Retail
13461,West,Retail
13462,North,Retail
13463,West,Retail
13464,North,Retail
13465,Central,Wholesale
13466,Central,Wholesale
13467,Central,Retail
13468,North,Retail
13469,East,Retail
13470,West,Retail
13471,West,Wholesale
13472,Central,Retail
13473,South,Retail
13474,East,Retail
13475,West,Retail
13476,Central,Wholesale
13477,West,Retail
13478,South,Retail
13479,South,Retail
13480,West,Retail
13481,West,Retail
13482,Central,Retail
13483,North,Retail
13484,Central,Retail
13485,East,Wholesale
13486,North,Wholesale
13487,West,Retail
13488,North,Retail
13489,Central,Retail
13490,East,Wholesale
13491,West,Wholesale
13492,West,Retail
13493,West,Retail
13494,Central,Retail
13495,East,Retail
13496,South,Retail
13497,East,Retail
13498,East,Wholesale
13499,East,Retail
13500,Central,Retail
13501,South,Retail
13502,East,Retail
13503,East,Retail
13504,West,Retail
13505,North,Retail
13506,North,Retail
13507,West,Retail
13508,North,Wholesale
13509,East,Retail
13510,North,Retail
13511,West,Retail
13512,East,Retail
13513,East,Retail
13514,Central,Retail
13515,South,Retail
13516,East,Wholesale
13517,West,Retail
13518,Central,Retail
13519,North,Retail
13520,North,Retail
13521,South,Retail
13522,Central,Retail
13523,East,Retail
13524,East,Wholesale
13525,South,Wholesale
13526,East,Retail
13527,South,Wholesale
13528,North,Wholesale
13529,West,Retail
13530,Central,Wholesale
13531,South,Wholesale
13532,West,Retail
13533,South,Retail
13534,West,Wholesale
13535,West,Wholesale
13536,West,Retail
13537,South,Retail
13538,Central,Retail
13539,East,Wholesale
13540,South,Wholesale
13541,Central,Retail
13542,Central,Retail
13543,West,Retail
13544,Central,Retail
13545,Central,Wholesale
13546,South,Retail
13547,East,Retail
13548,South,Retail
13549,West,Retail
13550,West,Retail
13551,South,Retail
13552,South,Retail
13553,West,Retail
13554,South,Retail
13555,North,Retail
13556,West,Wholesale
13557,East,Wholesale
13558,East,Retail
13559,East,Retail
13560,Central,Retail
13561,Central,Retail
13562,North,Retail
13563,North,Retail
13564,North,Retail
13565,North,Wholesale
13566,East,Retail
13567,East,Retail
13568,West,Wholesale
13569,East,Retail
13570,Central,Retail
13571,Central,Retail
13572,West,Retail
13573,South,Retail
13574,Central,Retail
13575,North,Retail
13576,South,Wholesale
13577,South,Retail
13578,South,Retail
13579,East,Retail
13580,South,Retail
13581,Central,Retail
13582,East,Retail
13583,West,Wholesale
13584,East,Retail
13585,Central,Retail
13586,East,Retail
13587,North,Retail
13588,West,Retail
13589,Central,Retail
13590,East,Retail
13591,East,Retail
13592,West,Retail
13593,West,Retail
13594,South,Retail
13595,Central,Wholesale
13596,South,Retail
13597,West,Retail
13598,South,Wholesale
13599,North,Retail
13600,East,Retail
13601,South,Retail
13602,West,Retail
13603,East,Wholesale
13604,East,Retail
13605,West,Retail
13606,West,Retail
13607,West,Wholesale
13608,East,Retail
13609,West,Retail
13610,Central,Retail
13611,West,Wholesale
13612,East,Wholesale
13613,Central,Retail
13614,North,Retail
13615,Central,Retail
13616,West,Retail
13617,Central,Retail
13618,South,Retail
13619,North,Retail
13620,East,Retail
13621,East,Retail
13622,South,Retail
13623,North,Wholesale
13624,West,Retail
13625,East,Wholesale
13626,West,Retail
13627,Central,Retail
13628,North,Wholesale
13629,North,Retail
13630,South,Retail
13631,East,Retail
13632,East,Wholesale
13633,North,Retail
13634,Central,Retail
13635,Central,Retail
13636,North,Retail
13637,West,Retail
13638,East,Retail
13639,North,Wholesale
13640,West,Retail
13641,South,Retail
13642,West,Retail
13643,East,Retail
13644,South,Retail
13645,East,Retail
13646,North,Retail
13647,East,Retail
13648,West,Retail
13649,West,Retail
13650,West,Retail
13651,North,Retail
13652,North,Retail
13653,West,Wholesale
13654,West,Wholesale
13655,Central,Wholesale
13656,North,Retail
13657,West,Retail
13658,East,Wholesale
13659,East,Wholesale
13660,East,Retail
13661,North,Retail
13662,North,Retail
13663,North,Retail
13664,West,Retail
13665,West,Retail
13666,West,Retail
13667,West,Wholesale
13668,North,Retail
13669,West,Retail
13670,East,Retail
13671,Central,Retail
13672,East,Retail
13673,South,Retail
13674,West,Retail
13675,South,Retail
13676,North,Retail
13677,West,Retail
13678,East,Wholesale
13679,West,Wholesale
13680,West,Wholesale
13681,East,Retail
13682,West,Wholesale
13683,West,Retail
13684,Central,Retail
13685,West,Wholesale
13686,West,Retail
13687,East,Retail
13688,West,Retail
13689,East,Retail
13690,South,Retail
13691,South,Retail
13692,East,Retail
13693,East,Retail
13694,East,Retail
13695,East,Retail
13696,East,Retail
13697,West,Retail
13698,West,Retail
13699,East,Retail
13700,Central,Retail
13701,West,Retail
13702,East,Retail
13703,North,Retail
13704,East,Retail
13705,North,Retail
13706,South,Retail
13707,North,Retail
13708,South,Retail
13709,Central,Retail
13710,South,Wholesale
13711,North,Wholesale
13712,North,Retail
13713,West,Wholesale
13714,East,Retail
13715,Central,Wholesale
13716,West,Wholesale
13717,Central,Wholesale
13718,West,Retail
13719,East,Retail
13720,East,Retail
13721,East,Wholesale
13722,North,Retail
13723,South,Retail
13724,Central,Retail
13725,South,Wholesale
13726,North,Retail
13727,West,Retail
13728,South,Retail
13729,West,Retail
13730,North,Retail
13731,South,Wholesale
13732,West,Retail
13733,East,Wholesale
13734,Central,Wholesale
13735,South,Retail
13736,West,Retail
13737,South,Retail
13738,East,Wholesale
13739,East,Retail
13740,West,Retail
13741,East,Retail
13742,West,Retail
13743,South,Retail
13744,South,Retail
13745,East,Retail
13746,Central,Retail
13747,Central,Retail
13748,North,Retail
13749,East,Retail
13750,Central,Retail
13751,East,Wholesale
13752,East,Retail
13753,South,Retail
13754,East,Retail
13755,East,Retail
13756,North,Retail
13757,Central,Retail
13758,West,Wholesale
13759,North,Retail
13760,East,Retail
13761,East,Wholesale
13762,South,Retail
13763,South,Retail
13764,West,Retail
13765,South,Wholesale
13766,South,Retail
13767,South,Retail
13768,South,Retail
13769,North,Retail
13770,South,Wholesale
13771,West,Retail
13772,North,Retail
13773,North,Retail
13774,East,Wholesale
13775,Central,Retail
13776,Central,Retail
13777,Central,Retail
13778,East,Retail
13779,Central,Retail
13780,Central,Retail
13781,Central,Retail
13782,West,Retail
13783,East,Retail
13784,East,Retail
13785,Central,Retail
13786,North,Wholesale
13787,East,Retail
13788,North,Retail
13789,Central,Retail
13790,North,Retail
13791,North,Retail
13792,East,Wholesale
13793,East,Retail
13794,East,Wholesale
13795,Central,Retail
13796,West,Wholesale
13797,South,Retail
13798,North,Retail
13799,Central,Wholesale
13800,East,Retail
13801,South,Retail
13802,South,Retail
13803,West,Retail
13804,East,Retail
13805,West,Retail
13806,East,Wholesale
13807,West,Retail
13808,Central,Retail
13809,West,Retail
13810,Central,Retail
13811,North,Retail
13812,North,Retail
13813,East,Retail
13814,North,Wholesale
13815,West,Wholesale
13816,North,Retail
13817,Central,Wholesale
13818,South,Retail
13819,South,Retail
13820,North,Retail
13821,South,Wholesale
13822,Central,Retail
13823,East,Retail
13824,Central,Retail
13825,West,Retail
13826,Central,Retail
13827,East,Retail
13828,North,Retail
13829,South,Retail
13830,North,Wholesale
13831,East,Retail
13832,North,Retail
13833,West,Retail
13834,North,Retail
13835,North,Retail
13836,South,Retail
13837,South,Retail
13838,West,Wholesale
13839,North,Retail
13840,East,Wholesale
13841,South,Retail
13842,East,Wholesale
13843,East,Retail
13844,Central,Retail
13845,Central,Retail
13846,South,Retail
13847,North,Retail
13848,West,Retail
13849,West,Retail
13850,North,Wholesale
13851,Central,Retail
13852,North,Retail
13853,South,Retail
13854,East,Retail
13855,West,Wholesale
13856,North,Retail
13857,West,Retail
13858,East,Retail
13859,South,Wholesale
13860,South,Retail
13861,South,Wholesale
13862,South,Retail
13863,West,Retail
13864,South,Retail
13865,North,Retail
13866,West,Retail
13867,North,Retail
13868,West,Retail
13869,East,Wholesale
13870,Central,Wholesale
13871,North,Retail
13872,West,Wholesale
13873,North,Retail
13874,East,Wholesale
13875,West,Retail
13876,South,Retail
13877,North,Retail
13878,Central,Wholesale
13879,North,Retail
13880,East,Retail
13881,Central,Retail
13882,North,Retail
13883,North,Retail
13884,North,Wholesale
13885,North,Retail
13886,East,Retail
13887,South,Retail
13888,Central,Retail
13889,Central,Retail
13890,North,Retail
13891,East,Retail
13892,West,Retail
13893,East,Retail
13894,East,Retail
13895,North,Wholesale
13896,South,Wholesale
13897,East,Retail
13898,East,Retail
13899,South,Wholesale
13900,West,Retail
13901,Central,Retail
13902,East,Retail
13903,Central,Wholesale
13904,North,Wholesale
13905,East,Retail
13906,North,Retail
13907,West,Wholesale
13908,East,Retail
13909,Central,Retail
13910,Central,Wholesale
13911,Central,Retail
13912,West,Retail
13913,South,Retail
13914,South,Retail
13915,West,Wholesale
13916,South,Retail
13917,North,Retail
13918,West,Retail
13919,Central,Wholesale
13920,Central,Retail
13921,North,Retail
13922,West,Retail
13923,North,Retail
13924,Central,Retail
13925,West,Wholesale
13926,East,Retail
13927,East,Retail
13928,East,Retail
13929,South,Retail
13930,West,Retail
13931,Central,Retail
13932,East,Retail
13933,Central,Retail
13934,North,Retail
13935,East,Retail
13936,East,Retail
13937,North,Retail
13938,South,Wholesale
13939,North,Retail
13940,East,Retail
13941,West,Wholesale
13942,North,Retail
13943,West,Retail
13944,South,Retail
13945,Central,Retail
13946,South,Retail
13947,South,Retail
13948,North,Retail
13949,South,Retail
13950,North,Retail
13951,East,Retail
13952,East,Retail
13953,North,Wholesale
13954,North,Retail
13955,West,Retail
13956,East,Wholesale
13957,East,Retail
13958,East,Retail
13959,East,Retail
13960,North,Wholesale
13961,East,Retail
13962,Central,Retail
13963,East,Retail
13964,South,Retail
13965,West,Retail
13966,South,Retail
13967,South,Retail
13968,Central,Retail
13969,North,Retail
13970,East,Retail
13971,South,Retail
13972,Central,Retail
13973,South,Retail
13974,East,Retail
13975,West,Wholesale
13976,West,Retail
13977,East,Retail
13978,South,Retail
13979,East,Retail
13980,South,Wholesale
13981,West,Retail
13982,North,Retail
13983,Central,Retail
13984,West,Retail
13985,South,Retail
13986,East,Wholesale
13987,East,Wholesale
13988,East,Wholesale
13989,West,Wholesale
13990,West,Retail
13991,South,Wholesale
13992,Central,Retail
13993,East,Retail
13994,North,Retail
13995,Central,Wholesale
13996,Central,Retail
13997,North,Retail
13998,West,Retail
13999,East,Retail
14000,East,Wholesale
14001,Central,Wholesale
14002,East,Retail
14003,Central,Retail
14004,East,Retail
14005,North,Retail
14006,West,Retail
14007,South,Retail
14008,North,Retail
14009,West,Retail
14010,Central,Retail
14011,West,Retail
14012,West,Retail
14013,East,Retail
14014,South,Wholesale
14015,North,Wholesale
14016,East,Retail
14017,Central,Retail
14018,East,Retail
14019,North,Retail
14020,Central,Retail
14021,West,Retail
14022,Central,Retail
14023,South,Retail
14024,East,Retail
14025,West,Retail
14026,North,Retail
14027,South,Retail
14028,North,Wholesale
14029,Central,Retail
14030,South,Retail
14031,East,Retail
14032,West,Retail
14033,West,Wholesale
14034,East,Retail
14035,East,Wholesale
14036,North,Retail
14037,West,Retail
14038,West,Retail
14039,North,Retail
14040,West,Wholesale
14041,South,Retail
14042,East,Retail
14043,North,Retail
14044,South,Retail
14045,South,Retail
14046,West,Retail
14047,North,Retail
14048,East,Retail
14049,Central,Retail
14050,South,Wholesale
14051,North,Retail
14052,Central,Retail
14053,East,Retail
14054,Central,Retail
14055,South,Retail
14056,South,Retail
14057,West,Wholesale
14058,North,Retail
14059,West,Retail
14060,South,Retail
14061,Central,Retail
14062,South,Retail
14063,South,Retail
14064,Central,Retail
14065,Central,Retail
14066,South,Wholesale
14067,West,Wholesale
14068,East,Retail
14069,South,Retail
14070,East,Retail
14071,South,Retail
14072,Central,Wholesale
14073,North,Retail
14074,West,Retail
14075,North,Retail
14076,West,Retail
14077,North,Wholesale
14078,South,Retail
14079,East,Retail
14080,South,Wholesale
14081,North,Retail
14082,Central,Retail
14083,East,Retail
14084,South,Retail
14085,East,Retail
14086,Central,Retail
14087,Central,Wholesale
14088,East,Retail
14089,South,Wholesale
14090,North,Retail
14091,South,Retail
14092,Central,Retail
14093,West,Retail
14094,South,Retail
14095,Central,Retail
14096,South,Retail
14097,East,Retail
14098,West,Retail
14099,East,Wholesale
14100,West,Wholesale
14101,North,Retail
14102,South,Retail
14103,North,Retail
14104,North,Wholesale
14105,Central,Retail
14106,Central,Retail
14107,West,Wholesale
14108,South,Retail
14109,North,Retail
14110,North,Retail
14111,West,Retail
14112,North,Retail
14113,West,Retail
14114,North,Retail
14115,West,Retail
14116,West,Wholesale
14117,North,Retail
14118,West,Retail
14119,North,Retail
14120,South,Retail
14121,South,Retail
14122,West,Retail
14123,East,Retail
14124,South,Retail
14125,East,Wholesale
14126,East,Retail
14127,Central,Retail
14128,East,Wholesale
14129,North,Retail
14130,North,Retail
14131,Central,Wholesale
14132,Central,Wholesale
14133,East,Wholesale
14134,West,Retail
14135,North,Retail
14136,Central,Retail
14137,Central,Retail
14138,East,Retail
14139,North,Wholesale
14140,West,Retail
14141,East,Retail
14142,East,Retail
14143,North,Retail
14144,North,Retail
14145,North,Wholesale
14146,North,Retail
14147,Central,Retail
14148,West,Retail
14149,North,Retail
14150,North,Wholesale
14151,North,Retail
14152,North,Wholesale
14153,Central,Retail
14154,East,Retail
14155,East,Retail
14156,West,Retail
14157,South,Retail
14158,South,Retail
14159,Central,Wholesale
14160,Central,Wholesale
14161,East,Wholesale
14162,East,Retail
14163,South,Retail
14164,West,Retail
14165,North,Retail
14166,West,Retail
14167,South,Retail
14168,North,Wholesale
14169,West,Retail
14170,South,Wholesale
14171,West,Retail
14172,South,Retail
14173,West,Retail
14174,East,Retail
14175,West,Wholesale
14176,West,Wholesale
14177,North,Retail
14178,North,Retail
14179,Central,Retail
14180,North,Wholesale
14181,West,Wholesale
14182,Central,Retail
14183,South,Retail
14184,North,Retail
14185,South,Retail
14186,North,Retail
14187,South,Wholesale
14188,Central,Wholesale
14189,Central,Retail
14190,South,Wholesale
14191,Central,Retail
14192,West,Retail
14193,Central,Retail
14194,East,Retail
14195,West,Wholesale
14196,South,Retail
14197,Central,Retail
14198,Central,Retail
14199,Central,Wholesale
14200,South,Retail
14201,East,Retail
14202,South,Retail
14203,East,Retail
14204,North,Retail
14205,West,Wholesale
14206,West,Retail
14207,South,Wholesale
14208,East,Retail
14209,North,Wholesale
14210,South,Retail
14211,West,Retail
14212,West,Wholesale
14213,West,Retail
14214,South,Retail
14215,Central,Retail
14216,South,Retail
14217,East,Retail
14218,North,Retail
14219,West,Retail
14220,Central,Retail
14221,South,Retail
14222,South,Wholesale
14223,Central,Retail
14224,East,Retail
14225,West,Retail
14226,North,Retail
14227,East,Retail
14228,Central,Retail
14229,Central,Retail
14230,East,Retail
14231,West,Wholesale
14232,North,Retail
14233,West,Wholesale
14234,West,Retail
14235,Central,Wholesale
14236,West,Retail
14237,West,Retail
14238,West,Retail
14239,North,Retail
14240,North,Retail
14241,North,Retail
14242,South,Retail
14243,East,Retail
14244,South,Retail
14245,Central,Retail
14246,North,Retail
14247,West,Retail
14248,South,Retail
14249,East,Retail
14250,East,Retail
14251,West,Retail
14252,East,Retail
14253,West,Retail
14254,North,Retail
14255,South,Wholesale
14256,Central,Retail
14257,South,Retail
14258,Central,Retail
14259,South,Retail
14260,North,Retail
14261,West,Retail
14262,Central,Wholesale
14263,Central,Retail
14264,West,Retail
14265,East,Retail
14266,South,Retail
14267,South,Retail
14268,East,Retail
14269,North,Retail
14270,South,Wholesale
14271,West,Retail
14272,West,Wholesale
14273,South,Retail
14274,Central,Retail
14275,West,Retail
14276,Central,Retail
14277,East,Retail
14278,East,Retail
14279,South,Retail
14280,West,Retail
14281,South,Retail
14282,Central,Retail
14283,North,Retail
14284,West,Retail
14285,West,Retail
14286,North,Retail
14287,North,Retail
14288,Central,Wholesale
14289,East,Wholesale
14290,East,Retail
14291,North,Retail
14292,South,Retail
14293,North,Wholesale
