po_id,product_id,supplier_id,order_date,order_qty
7519,2928,141,03-11-2022,593
7520,4330,195,22-11-2023,794
7521,7559,10,06-07-2023,349
7522,3473,168,09-02-2023,178
7523,3270,116,24-08-2023,521
7524,8196,117,25-06-2023,1650
7525,8136,114,29-03-2023,693
7526,3274,33,01-09-2023,1564
7527,7664,164,18-12-2023,1505
7528,4436,136,01-08-2023,220
7529,5268,112,04-10-2023,136
7530,11444,7,13-10-2023,678
7531,11314,29,16-03-2023,990
7532,9791,27,21-10-2023,1708
7533,5367,111,13-05-2023,1040
7534,9529,48,30-08-2023,1106
7535,3642,88,11-01-2023,312
7536,10943,77,10-09-2023,1749
7537,8596,131,06-11-2022,153
7538,354,83,04-05-2023,656
7539,3975,199,19-02-2023,1535
7540,6998,73,06-01-2023,1926
7541,1180,36,15-05-2023,616
7542,4657,172,20-05-2023,359
7543,10974,152,05-12-2022,272
7544,1766,195,18-11-2022,541
7545,7615,16,13-04-2023,1724
7546,11035,47,05-06-2023,1107
7547,3770,100,06-05-2023,586
7548,10126,198,26-08-2023,663
7549,5509,90,01-08-2023,1752
7550,1357,132,07-10-2023,802
7551,88,137,01-02-2023,510
7552,239,99,01-08-2023,1636
7553,2138,5,14-08-2023,947
7554,11645,11,21-06-2023,395
7555,704,169,06-08-2023,1369
7556,6893,105,30-08-2023,1021
7557,9029,85,04-11-2022,112
7558,6167,48,28-11-2023,1804
7559,2016,23,10-10-2022,1097
7560,5901,61,02-10-2023,93
7561,1537,95,04-07-2023,640
7562,11808,166,19-11-2022,1787
7563,11024,111,02-04-2023,185
7564,11797,96,20-06-2023,78
7565,6703,106,08-09-2023,301
7566,8533,181,27-06-2023,1120
7567,6509,68,09-06-2023,1734
7568,3972,88,10-01-2023,437
7569,5302,31,16-07-2023,136
7570,5619,6,21-10-2022,683
7571,7655,39,15-09-2023,1082
7572,11456,177,05-12-2022,1861
7573,82,99,23-10-2023,1068
7574,2562,140,11-04-2023,1422
7575,8955,18,28-11-2022,635
7576,2918,170,10-08-2023,292
7577,2070,1,17-07-2023,392
7578,6296,85,11-05-2023,160
7579,9275,58,19-11-2022,69
7580,4997,29,04-12-2023,1458
7581,4119,48,07-05-2023,839
7582,6732,56,11-05-2023,458
7583,9842,97,09-01-2023,777
7584,5242,179,05-07-2023,288
7585,3349,171,20-11-2023,1004
7586,6723,106,02-09-2023,1425
7587,5470,12,18-10-2022,1205
7588,2511,110,04-07-2023,1147
7589,10514,173,15-02-2023,1217
7590,10284,149,19-01-2023,323
7591,5451,198,04-04-2023,1611
7592,8082,43,27-01-2023,1443
7593,5483,121,29-07-2023,1562
7594,7858,68,01-02-2023,1703
7595,437,77,06-05-2023,256
7596,10880,20,08-10-2023,1379
7597,4155,179,28-09-2023,353
7598,574,46,21-03-2023,1244
7599,11914,183,21-11-2023,1743
7600,10631,1,13-11-2023,1080
7601,5296,96,23-08-2023,917
7602,6610,168,20-07-2023,394
7603,7657,15,09-10-2022,1172
7604,8718,131,15-12-2023,310
7605,8588,115,29-12-2022,1771
7606,3006,80,29-10-2023,317
7607,2292,70,01-12-2023,678
7608,9613,55,13-10-2022,56
7609,9847,93,06-11-2022,1226
7610,5073,106,02-05-2023,271
7611,3252,92,18-05-2023,1546
7612,10553,137,10-06-2023,1874
7613,9718,128,22-12-2023,1542
7614,7709,37,30-10-2023,730
7615,9379,186,18-12-2022,1147
7616,11370,198,05-08-2023,672
7617,237,6,15-11-2022,945
7618,6611,75,30-12-2022,763
7619,326,150,12-12-2022,1422
7620,11350,4,06-03-2023,117
7621,6510,87,21-03-2023,1059
7622,3001,165,02-11-2022,1746
7623,3349,122,30-01-2023,1910
7624,8246,160,28-12-2022,907
7625,9129,148,07-11-2023,865
7626,6606,186,17-03-2023,1593
7627,6408,31,02-11-2022,1052
7628,1272,27,21-08-2023,711
7629,7923,52,08-06-2023,897
7630,3727,13,24-12-2022,567
7631,5339,177,13-09-2023,452
7632,10815,88,15-06-2023,1779
7633,10655,67,09-06-2023,910
7634,7667,45,30-12-2022,1716
7635,4160,40,11-12-2022,550
7636,6793,199,09-12-2023,97
7637,10109,61,13-09-2023,1011
7638,11755,9,02-11-2022,497
7639,1157,173,23-11-2023,432
7640,10222,10,25-08-2023,195
7641,8224,161,30-06-2023,1577
7642,3932,50,28-01-2023,1937
7643,2205,37,08-12-2023,1842
7644,1246,97,19-04-2023,1662
7645,10586,50,08-11-2022,728
7646,1238,80,02-11-2023,1005
7647,7143,143,29-11-2022,228
7648,4141,88,30-11-2022,1896
7649,1011,5,06-04-2023,1389
7650,8137,170,26-11-2022,628
7651,6351,89,16-04-2023,1762
7652,4299,134,08-08-2023,962
7653,1366,133,15-02-2023,1997
7654,8212,132,01-12-2023,578
7655,5090,195,14-07-2023,1233
7656,3118,193,24-11-2022,1606
7657,7783,16,21-06-2023,1257
7658,10536,143,25-10-2022,997
7659,9142,73,21-06-2023,1791
7660,9631,138,29-10-2022,846
7661,5694,31,27-04-2023,772
7662,2989,186,04-09-2023,767
7663,7144,52,05-07-2023,1849
7664,2589,176,22-10-2022,1481
7665,6991,103,22-09-2023,981
7666,10215,74,02-11-2022,1845
7667,3257,191,29-08-2023,333
7668,7570,28,01-11-2023,1685
7669,3722,85,10-04-2023,1250
7670,3461,61,10-12-2023,1686
7671,7761,133,10-10-2022,983
7672,9574,19,31-08-2023,211
7673,1885,63,16-10-2023,844
7674,7777,165,12-08-2023,1998
7675,376,160,26-08-2023,562
7676,1881,90,30-11-2023,602
7677,10092,38,09-10-2022,1845
7678,4763,10,17-10-2023,347
7679,54,19,15-12-2023,973
7680,529,24,16-07-2023,905
7681,8174,155,22-10-2023,160
7682,1073,116,12-12-2023,817
7683,6516,165,12-09-2023,151
7684,2758,97,25-06-2023,1861
7685,1313,144,06-06-2023,1166
7686,6755,87,06-11-2022,576
7687,8441,125,06-11-2022,1403
7688,1572,170,27-11-2023,353
7689,683,15,14-12-2023,87
7690,2212,37,23-12-2022,1086
7691,7474,28,06-01-2023,755
7692,9353,91,22-09-2023,1653
7693,1092,19,15-05-2023,68
7694,10099,70,03-07-2023,232
7695,7759,183,24-01-2023,271
7696,618,169,09-07-2023,335
7697,857,81,25-10-2022,1255
7698,6672,69,11-09-2023,1433
7699,3155,184,22-01-2023,573
7700,11684,106,25-10-2023,1567
7701,8908,132,03-07-2023,1446
7702,6474,88,22-09-2023,1955
7703,8137,196,02-04-2023,94
7704,8934,176,12-11-2023,1392
7705,10472,109,04-04-2023,1453
7706,9406,58,14-10-2022,1356
7707,7271,124,10-01-2023,432
7708,822,9,29-05-2023,429
7709,11607,11,22-01-2023,1357
7710,11763,152,29-07-2023,203
7711,7895,102,16-01-2023,722
7712,4043,58,19-06-2023,1000
7713,4021,185,09-11-2023,1831
7714,1425,97,31-12-2022,1032
7715,5885,108,21-03-2023,1644
7716,1452,84,30-06-2023,868
7717,4847,96,11-12-2023,453
7718,10743,63,26-12-2022,1057
7719,6722,156,26-10-2023,1238
7720,11102,181,26-08-2023,1965
7721,4872,148,28-11-2022,606
7722,4492,84,04-09-2023,494
7723,8745,42,07-03-2023,652
7724,10351,159,03-04-2023,795
7725,5596,84,13-07-2023,1486
7726,1208,147,15-08-2023,283
7727,5935,36,04-05-2023,879
7728,7037,167,08-03-2023,1743
7729,8855,49,02-07-2023,1882
7730,11396,110,15-12-2022,221
7731,10984,89,01-05-2023,1352
7732,6020,24,28-07-2023,270
7733,5274,178,06-11-2022,1509
7734,3711,88,27-01-2023,1810
7735,3356,144,26-10-2022,720
7736,11173,192,03-01-2023,62
7737,10978,159,17-09-2023,1807
7738,1272,36,17-11-2023,1830
7739,10059,150,15-11-2022,1942
7740,735,5,31-01-2023,905
7741,966,161,21-10-2022,1679
7742,10605,113,10-09-2023,1681
7743,5400,190,29-07-2023,1828
7744,2593,7,18-10-2023,1234
7745,9479,15,17-01-2023,1482
7746,7285,97,30-08-2023,933
7747,1483,176,01-10-2022,1770
7748,5301,99,11-03-2023,942
7749,9912,134,10-11-2022,884
7750,4161,68,07-09-2023,422
7751,9354,172,08-12-2023,78
7752,1918,170,27-10-2022,502
7753,4291,182,24-07-2023,381
7754,8865,88,08-05-2023,979
7755,1622,115,30-09-2023,1170
7756,5751,40,10-09-2023,1339
7757,5455,60,06-10-2022,519
7758,9762,180,17-10-2023,776
7759,8816,187,03-07-2023,1648
7760,6202,84,24-11-2022,1123
7761,3205,122,30-11-2022,745
7762,7228,73,02-12-2022,1709
7763,8848,113,30-05-2023,702
7764,2693,34,14-11-2022,1282
7765,3647,61,14-07-2023,1831
7766,3185,92,21-05-2023,1752
7767,7633,95,20-12-2023,1333
7768,9429,90,17-12-2022,970
7769,9608,14,07-10-2022,851
7770,5002,18,14-10-2023,593
7771,8335,26,13-04-2023,115
7772,11371,81,07-12-2022,841
7773,4949,177,28-11-2022,1799
7774,3464,152,11-01-2023,1341
7775,5159,155,07-05-2023,653
7776,988,151,13-08-2023,966
7777,11941,171,05-01-2023,709
7778,2473,188,29-11-2022,661
7779,6569,199,12-04-2023,1858
7780,6865,53,09-05-2023,254
7781,8796,88,07-05-2023,203
7782,6524,166,11-11-2022,1650
7783,10178,101,03-03-2023,579
7784,9910,140,24-11-2022,652
7785,814,20,20-05-2023,560
7786,11471,83,16-09-2023,955
7787,5113,43,29-08-2023,772
7788,2295,31,17-03-2023,1313
7789,3635,104,01-04-2023,1142
7790,8025,47,14-08-2023,337
7791,8416,155,30-10-2022,1194
7792,6115,88,06-08-2023,1845
7793,6982,168,20-10-2022,505
7794,8421,33,06-11-2022,856
7795,10254,88,09-11-2023,577
7796,9052,143,26-08-2023,1198
7797,7594,130,25-03-2023,1033
7798,4381,124,21-12-2023,1860
7799,6190,11,13-10-2022,1826
7800,9546,161,25-10-2023,595
7801,8473,68,08-11-2022,1170
7802,8920,108,24-03-2023,793
7803,7870,134,27-02-2023,461
7804,2485,144,18-12-2022,327
7805,2079,91,03-03-2023,1474
7806,5005,63,11-01-2023,1547
7807,6551,88,02-10-2023,1316
7808,2001,187,28-12-2022,1744
7809,10726,112,18-09-2023,1655
7810,11171,152,05-07-2023,1130
7811,9103,149,21-10-2023,576
7812,4453,48,04-12-2022,112
7813,8431,16,04-02-2023,752
7814,8639,56,31-07-2023,124
7815,3538,59,08-12-2022,750
7816,1358,55,09-06-2023,1197
7817,5025,195,06-04-2023,1726
7818,2408,52,15-05-2023,906
7819,2097,144,18-11-2022,1299
7820,5244,95,02-02-2023,435
7821,10680,164,20-11-2023,414
7822,2345,164,07-12-2023,79
7823,5207,15,28-01-2023,473
7824,6712,104,28-02-2023,424
7825,10164,22,17-12-2022,913
7826,6819,79,06-12-2022,1751
7827,3027,18,14-01-2023,833
7828,2936,165,31-10-2022,1084
7829,5717,58,17-10-2023,1934
7830,9077,113,18-12-2022,614
7831,8571,145,14-01-2023,1349
7832,6902,141,05-05-2023,358
7833,3998,128,02-10-2023,1045
7834,6641,1,06-02-2023,1822
7835,9624,127,25-04-2023,369
7836,7649,105,12-09-2023,1902
7837,4333,34,16-12-2023,1250
7838,7085,33,15-02-2023,55
7839,2169,72,24-12-2022,69
7840,10249,50,02-12-2023,1548
7841,3074,48,12-12-2022,1366
7842,1975,184,12-03-2023,1055
7843,3709,31,15-02-2023,1316
7844,1657,145,10-10-2022,896
7845,4007,44,19-10-2022,1044
7846,895,121,16-11-2022,1425
7847,5148,121,22-06-2023,822
7848,1598,70,01-10-2023,393
7849,9130,2,13-09-2023,271
7850,3315,94,17-12-2022,1539
7851,10429,176,21-12-2023,1252
7852,2858,95,03-11-2022,1592
7853,11098,55,19-04-2023,1485
7854,4892,151,11-10-2022,515
7855,4823,110,20-03-2023,1072
7856,4332,89,10-12-2023,838
7857,6613,83,10-10-2022,642
7858,1173,68,18-06-2023,473
7859,925,118,18-11-2023,247
7860,11436,169,21-12-2022,943
7861,648,50,11-09-2023,150
7862,2309,180,10-05-2023,717
7863,8127,91,25-01-2023,1022
7864,7634,55,15-12-2022,1408
7865,8811,32,05-12-2023,302
7866,9969,121,12-06-2023,430
7867,947,164,22-11-2023,1351
7868,4114,27,29-07-2023,449
7869,7641,198,11-02-2023,1926
7870,3393,59,18-07-2023,1876
7871,4390,11,19-06-2023,808
7872,4803,91,23-07-2023,1595
7873,6105,125,16-10-2022,1037
7874,2364,184,13-02-2023,1713
7875,5214,185,20-02-2023,1939
7876,10143,147,09-11-2022,522
7877,4558,124,22-05-2023,594
7878,7233,1,21-01-2023,1979
7879,2783,72,10-12-2023,874
7880,11035,60,21-03-2023,1524
7881,2939,184,07-11-2023,1855
7882,11228,199,05-03-2023,874
7883,8092,79,12-04-2023,174
7884,4283,32,20-10-2023,1235
7885,2558,14,19-11-2023,1668
7886,2286,19,22-10-2022,83
7887,10777,97,25-11-2023,1474
7888,4536,174,28-02-2023,1670
7889,2645,45,05-11-2022,638
7890,9940,135,31-10-2023,1793
7891,10943,124,03-09-2023,998
7892,2333,122,10-12-2022,1333
7893,768,46,17-11-2023,286
7894,7044,194,07-05-2023,866
7895,8575,32,08-03-2023,173
7896,7708,182,15-12-2022,196
7897,4745,173,03-12-2023,1510
7898,8648,48,14-04-2023,70
7899,783,115,30-10-2022,964
7900,3518,112,06-10-2022,76
7901,6276,100,06-02-2023,1968
7902,9028,110,04-03-2023,1852
7903,6855,77,07-12-2023,177
7904,1945,9,04-08-2023,1028
7905,2804,200,23-02-2023,1604
7906,1100,106,07-10-2023,1042
7907,5992,145,18-03-2023,1260
7908,10632,91,14-10-2022,577
7909,4027,23,13-08-2023,1225
7910,197,161,30-04-2023,1413
7911,6557,20,28-05-2023,787
7912,5786,99,30-10-2022,1948
7913,4885,172,30-03-2023,868
7914,6322,54,12-02-2023,1099
7915,8425,63,12-09-2023,1767
7916,4499,172,12-12-2022,1458
7917,10949,119,09-03-2023,496
7918,9563,187,16-01-2023,1093
7919,7397,96,17-12-2022,110
7920,411,57,29-05-2023,1759
7921,7109,51,21-01-2023,1038
7922,11393,67,18-11-2023,955
7923,2692,100,03-10-2022,1910
7924,10419,126,09-04-2023,1766
7925,2808,29,09-12-2022,685
7926,1808,119,29-10-2022,441
7927,5360,34,24-07-2023,911
7928,3546,64,13-03-2023,1301
7929,4138,195,02-10-2023,550
7930,3844,111,30-06-2023,1701
7931,1142,158,04-11-2023,1320
7932,7003,56,06-11-2022,618
7933,8069,160,16-08-2023,805
7934,4186,23,17-04-2023,928
7935,3655,136,24-11-2023,1935
7936,6578,42,24-01-2023,1930
7937,6449,18,07-08-2023,1427
7938,9318,79,13-05-2023,1079
7939,689,13,06-10-2023,793
7940,9750,187,07-05-2023,1098
7941,10378,121,14-08-2023,1863
7942,290,43,11-11-2022,904
7943,3055,12,18-09-2023,1903
7944,9223,7,25-12-2022,881
7945,10451,108,02-08-2023,479
7946,10089,60,24-11-2023,288
7947,1374,93,05-01-2023,1105
7948,8799,118,23-10-2022,455
7949,7907,165,26-01-2023,488
7950,10001,139,28-06-2023,1253
7951,399,138,24-08-2023,1530
7952,2396,155,09-12-2023,1666
7953,8216,117,14-05-2023,1050
7954,6804,10,03-07-2023,301
7955,1672,124,13-04-2023,130
7956,1176,125,20-11-2022,1435
7957,11811,81,26-02-2023,1604
7958,3312,48,16-06-2023,1004
7959,8983,83,08-05-2023,362
7960,616,40,06-11-2023,223
7961,8909,54,15-03-2023,1543
7962,1586,162,23-03-2023,1269
7963,9167,133,24-08-2023,1983
7964,3393,132,08-06-2023,1297
7965,7282,199,04-02-2023,814
7966,6467,198,16-10-2022,257
7967,8274,109,22-10-2023,371
7968,8915,19,21-06-2023,806
7969,4094,164,09-03-2023,1158
7970,6308,152,18-11-2022,711
7971,4638,157,25-11-2023,769
7972,1338,136,03-10-2023,1343
7973,9124,144,22-10-2022,1344
7974,2540,37,04-05-2023,201
7975,686,76,22-04-2023,1528
7976,970,159,06-08-2023,879
7977,5542,15,15-10-2022,1878
7978,9616,58,18-09-2023,233
7979,7018,119,02-11-2022,145
7980,5434,193,01-06-2023,1135
7981,1800,28,01-07-2023,349
7982,8342,98,25-01-2023,1473
7983,8473,178,26-04-2023,1767
7984,9273,102,05-07-2023,1908
7985,618,117,26-11-2022,1580
7986,1275,121,01-11-2022,1906
7987,7639,154,27-02-2023,1981
7988,11697,26,14-07-2023,1321
7989,6572,1,25-02-2023,73
7990,11187,72,30-01-2023,1766
7991,6963,183,20-12-2023,778
7992,7011,31,21-01-2023,1266
7993,10181,12,28-08-2023,895
7994,8428,137,09-09-2023,1346
7995,6035,67,24-08-2023,1374
7996,3166,29,19-01-2023,932
7997,8444,184,19-07-2023,1470
7998,7730,74,13-03-2023,1061
7999,8791,26,06-03-2023,1670
8000,9800,157,14-10-2022,238
8001,6700,113,18-10-2022,1829
8002,11793,5,01-11-2022,1703
8003,762,169,04-10-2022,1332
8004,4602,102,11-03-2023,772
8005,11399,122,13-08-2023,1518
8006,7822,104,25-08-2023,852
8007,6263,68,26-02-2023,642
8008,164,192,02-01-2023,179
8009,2463,61,15-10-2023,1311
8010,10154,115,08-12-2023,970
8011,2071,158,01-05-2023,567
8012,5541,88,18-09-2023,1744
8013,8996,176,08-05-2023,1716
8014,9882,50,18-10-2023,895
8015,10448,48,09-01-2023,483
8016,11421,91,27-01-2023,241
8017,4910,46,22-11-2023,196
8018,1420,98,23-09-2023,1620
8019,2081,14,06-11-2022,1814
8020,9673,180,01-07-2023,387
8021,1395,83,21-10-2022,921
8022,1688,57,05-07-2023,359
8023,4151,47,27-02-2023,476
8024,5341,143,04-12-2023,912
8025,11378,138,11-05-2023,717
8026,11469,9,14-10-2022,188
8027,3791,1,18-11-2022,1304
8028,2261,127,13-02-2023,1553
8029,2818,104,16-05-2023,1348
8030,4145,71,25-01-2023,591
8031,759,171,13-11-2022,1967
8032,8724,107,27-05-2023,1695
8033,1317,200,23-10-2023,1968
8034,3036,113,28-02-2023,1044
8035,5057,182,24-06-2023,1749
8036,6113,141,23-07-2023,92
8037,2924,177,14-09-2023,661
8038,2911,67,01-09-2023,126
8039,10880,102,26-10-2022,696
8040,3638,50,10-11-2022,969
8041,2975,143,14-11-2023,1318
8042,6540,166,12-03-2023,176
8043,6819,63,04-11-2022,701
8044,11167,1,28-07-2023,129
8045,3919,32,06-03-2023,1053
8046,7783,19,07-11-2023,460
8047,9045,97,07-11-2022,256
8048,5831,32,24-10-2023,1706
8049,564,23,30-09-2023,1457
8050,7810,101,11-06-2023,1447
8051,10696,48,14-11-2022,1654
8052,4273,101,19-10-2022,1531
8053,7455,146,24-01-2023,219
8054,9788,4,29-12-2022,431
8055,8565,85,01-09-2023,691
8056,3332,110,18-06-2023,875
8057,1701,63,14-12-2022,1108
8058,7519,83,21-10-2022,1969
8059,1590,95,19-11-2022,1643
8060,6668,155,18-04-2023,1287
8061,2640,197,06-12-2023,830
8062,9411,1,24-12-2023,1637
8063,6431,113,16-02-2023,1820
8064,3324,121,06-10-2022,118
8065,8686,52,08-11-2023,336
8066,6654,152,21-03-2023,971
8067,9450,92,14-04-2023,1392
8068,8467,62,23-11-2023,469
8069,8295,99,06-06-2023,120
8070,3014,22,14-05-2023,540
8071,10914,175,10-10-2023,1223
8072,8738,61,13-11-2023,1675
8073,4645,54,08-09-2023,525
8074,2138,164,02-10-2023,361
8075,11261,28,23-04-2023,75
8076,4022,66,02-07-2023,464
8077,1361,53,18-10-2023,980
8078,9637,112,29-04-2023,797
8079,8339,189,01-03-2023,203
8080,5315,107,16-12-2023,1646
8081,4453,3,05-01-2023,159
8082,763,155,06-10-2023,1549
8083,3243,148,09-06-2023,861
8084,10745,98,04-03-2023,1241
8085,416,47,29-01-2023,1084
8086,6452,16,08-03-2023,1324
8087,9122,195,12-10-2022,585
8088,11771,119,09-11-2022,963
8089,7685,162,19-12-2022,1577
8090,10669,112,07-06-2023,1927
8091,8538,72,11-11-2022,1862
8092,11356,106,03-11-2022,437
8093,3265,186,04-11-2022,1622
8094,9940,154,31-10-2023,707
8095,1189,194,05-02-2023,1099
8096,4316,193,25-11-2022,1353
8097,7689,41,03-09-2023,1379
8098,984,18,20-12-2023,1927
8099,8717,139,26-07-2023,1543
8100,8065,192,29-03-2023,1253
8101,9119,172,13-03-2023,1809
8102,1757,92,26-08-2023,1973
8103,4161,167,08-02-2023,1777
8104,7401,10,02-03-2023,1328
8105,9803,63,11-06-2023,565
8106,6127,186,17-03-2023,181
8107,4696,152,25-08-2023,177
8108,8373,87,01-12-2023,622
8109,2299,143,20-10-2023,1474
8110,7020,59,30-05-2023,1340
8111,7241,199,21-07-2023,861
8112,99,141,26-10-2022,996
8113,7724,122,16-02-2023,288
8114,721,78,02-10-2023,691
8115,6608,148,26-11-2022,1677
8116,1932,178,27-01-2023,1872
8117,5373,128,31-01-2023,1065
8118,4159,87,23-11-2023,1641
8119,8175,29,24-03-2023,246
8120,3649,118,04-03-2023,1401
8121,2958,169,18-02-2023,923
8122,10237,195,06-05-2023,1169
8123,9458,65,14-12-2023,1480
8124,2299,193,17-04-2023,507
8125,5229,194,20-01-2023,1377
8126,3521,139,02-10-2022,677
8127,1565,145,03-01-2023,54
8128,2513,174,25-12-2022,170
8129,3102,166,07-06-2023,875
8130,1376,115,25-02-2023,118
8131,7369,172,14-10-2022,524
8132,9920,185,07-12-2023,1493
8133,4394,132,24-08-2023,580
8134,10954,190,06-05-2023,1399
8135,10006,40,18-09-2023,1955
8136,8320,162,16-02-2023,1765
8137,7820,162,23-11-2022,1991
8138,9448,200,22-08-2023,400
8139,11390,128,28-12-2022,637
8140,599,177,11-01-2023,190
8141,5909,167,07-12-2022,1055
8142,2425,35,05-12-2023,402
8143,1979,107,17-10-2023,1692
8144,7426,195,22-12-2023,1446
8145,130,174,21-06-2023,1608
8146,1036,148,14-12-2023,1797
8147,5914,88,14-06-2023,1730
8148,4095,158,28-10-2022,786
8149,11146,117,15-10-2023,574
8150,6724,165,08-05-2023,656
8151,4875,52,16-07-2023,325
8152,9445,141,23-06-2023,1851
8153,1148,77,08-03-2023,1803
8154,6162,90,25-10-2023,1127
8155,796,133,19-12-2023,1668
8156,8561,33,03-01-2023,269
8157,3475,15,20-06-2023,1753
8158,2247,23,15-09-2023,1425
8159,2431,191,23-06-2023,1419
8160,3756,137,23-04-2023,1005
8161,3633,38,16-10-2022,1025
8162,9552,78,21-10-2022,532
8163,5265,1,13-03-2023,1889
8164,8124,155,05-07-2023,340
8165,8140,107,20-01-2023,199
8166,603,190,18-09-2023,870
8167,8985,65,30-03-2023,1556
8168,3237,67,13-01-2023,1399
8169,4509,123,24-02-2023,1442
8170,6670,173,11-06-2023,1752
8171,9291,122,14-02-2023,1786
8172,3487,137,21-11-2022,405
8173,1649,52,17-06-2023,1681
8174,9580,100,18-02-2023,170
8175,2044,196,23-12-2022,171
8176,4780,52,14-08-2023,1891
8177,334,62,03-05-2023,889
8178,1945,101,30-03-2023,1224
8179,382,35,26-02-2023,336
8180,6563,57,10-12-2023,1636
8181,4565,123,20-03-2023,1098
8182,7343,140,10-12-2023,777
8183,4826,154,08-11-2023,407
8184,3723,165,19-09-2023,1974
8185,6789,159,16-10-2022,1305
8186,4467,53,08-11-2023,955
8187,11214,73,30-09-2023,1056
8188,5853,48,30-09-2023,1162
8189,7279,45,09-12-2022,813
8190,3083,197,15-06-2023,581
8191,5685,23,10-01-2023,399
8192,10859,112,13-10-2023,1114
8193,3748,179,25-12-2022,1217
8194,10414,1,26-09-2023,156
8195,11489,107,08-12-2022,307
8196,5553,154,05-03-2023,1348
8197,7536,149,12-09-2023,261
8198,9921,184,04-08-2023,1807
8199,5713,4,11-06-2023,1587
8200,10812,71,10-03-2023,176
8201,6764,21,05-06-2023,976
8202,4929,68,21-08-2023,471
8203,11870,61,13-11-2023,360
8204,4976,118,06-07-2023,121
8205,708,155,01-09-2023,1009
8206,10750,126,27-01-2023,222
8207,9756,7,12-01-2023,259
8208,2060,159,29-10-2022,1741
8209,11261,182,06-04-2023,1623
8210,1808,31,10-09-2023,1440
8211,10037,177,18-06-2023,1992
8212,6277,78,19-02-2023,1722
8213,8440,44,10-09-2023,1952
8214,7794,14,24-03-2023,675
8215,9193,4,25-04-2023,1875
8216,5251,22,13-12-2022,394
8217,647,136,30-01-2023,1883
8218,7630,121,05-10-2023,1420
8219,6997,2,16-08-2023,257
8220,7202,19,12-11-2022,982
8221,7403,25,23-07-2023,875
8222,2509,169,26-06-2023,1234
8223,3195,58,11-01-2023,1677
8224,3120,31,15-08-2023,1568
8225,6019,197,29-04-2023,752
8226,11846,11,03-07-2023,1574
8227,2667,197,22-09-2023,82
8228,9370,8,05-11-2022,1517
8229,2514,1,14-11-2022,1681
8230,412,16,12-11-2022,922
8231,458,117,14-08-2023,1792
8232,3861,111,01-12-2023,1349
8233,1880,174,14-08-2023,1144
8234,9226,125,09-04-2023,221
8235,2293,31,19-12-2022,1693
8236,11991,169,09-05-2023,1283
8237,7830,33,27-06-2023,540
8238,4799,120,11-06-2023,1610
8239,7848,166,31-10-2022,1496
8240,1491,178,27-07-2023,445
8241,4227,108,07-06-2023,1947
8242,4283,77,22-06-2023,1843
8243,9126,52,19-05-2023,1788
8244,7628,64,02-01-2023,1273
8245,8933,54,16-12-2023,959
8246,6831,14,08-07-2023,1966
8247,5736,197,16-12-2023,1108
8248,7207,141,03-06-2023,1637
8249,6277,123,14-01-2023,1757
8250,5121,88,09-11-2023,1859
8251,1215,134,17-10-2022,932
8252,2985,66,16-05-2023,1047
8253,11819,144,23-05-2023,70
8254,4893,126,29-12-2022,997
8255,9116,52,07-11-2023,863
8256,414,42,09-10-2022,1488
8257,10335,26,10-11-2023,388
8258,7523,118,15-03-2023,784
8259,9848,102,29-07-2023,922
8260,7088,27,08-01-2023,1016
8261,2878,196,18-11-2022,1556
8262,8240,123,10-05-2023,1170
8263,9844,155,22-07-2023,1546
8264,10043,148,07-10-2022,762
8265,8772,182,05-12-2022,1288
8266,9894,173,11-12-2023,1997
8267,8486,51,10-01-2023,1307
8268,4981,80,03-09-2023,1620
8269,2644,168,25-12-2022,1620
8270,9417,158,12-10-2022,1219
8271,9270,177,07-11-2023,1075
8272,9858,20,16-05-2023,865
8273,5576,7,07-08-2023,883
8274,8037,129,20-12-2023,1713
8275,8411,79,21-05-2023,1750
8276,4761,127,08-12-2022,1988
8277,2265,35,21-06-2023,318
8278,5176,130,17-10-2023,1900
8279,49,55,12-10-2023,1353
8280,8475,174,18-11-2023,1365
8281,4955,123,22-06-2023,1091
8282,941,6,05-10-2022,1415
8283,4540,44,08-08-2023,546
8284,9262,122,05-12-2022,256
8285,9202,30,27-12-2022,1474
8286,2930,72,13-09-2023,384
8287,739,177,23-02-2023,735
8288,6344,92,15-12-2022,1912
8289,5862,148,19-07-2023,385
8290,2941,130,11-09-2023,1713
8291,4791,170,26-07-2023,1868
8292,7187,114,19-12-2022,1896
8293,5932,143,17-10-2023,1398
8294,5449,61,20-03-2023,1613
8295,3578,177,26-12-2022,1184
8296,6690,146,04-05-2023,1939
8297,9204,142,12-11-2022,1921
8298,8210,124,24-11-2022,1616
8299,10717,83,27-10-2022,613
8300,6504,190,06-11-2023,454
8301,10177,143,16-07-2023,843
8302,6075,194,03-09-2023,897
8303,3761,43,15-11-2022,352
8304,9190,194,09-04-2023,494
8305,2921,165,29-07-2023,1296
8306,2506,106,05-03-2023,931
8307,8767,79,24-12-2022,848
8308,10191,199,16-06-2023,1826
8309,4860,142,21-04-2023,784
8310,2864,30,15-10-2022,1954
8311,11549,167,09-12-2023,1547
8312,8258,86,27-01-2023,603
8313,11743,149,31-08-2023,929
8314,11085,51,14-01-2023,258
8315,10463,130,01-01-2023,1666
8316,2211,52,25-04-2023,1855
8317,11887,122,30-04-2023,1429
8318,11268,179,10-04-2023,904
8319,11133,170,02-11-2022,255
