return_id,sale_id,return_reason,return_date
1666,98103,Customer Return,14-11-2023
1667,53345,Expired,04-01-2023
1668,118284,Damaged,09-11-2023
1669,21539,Damaged,23-04-2023
1670,239774,Damaged,31-07-2023
1671,239695,Damaged,23-11-2023
1672,219450,Expired,04-03-2023
1673,101061,Expired,19-01-2023
1674,130489,Customer Return,23-12-2023
1675,26882,Customer Return,12-08-2023
1676,65039,Expired,09-08-2023
1677,158468,Damaged,12-07-2023
1678,223370,Damaged,23-07-2023
1679,206524,Customer Return,11-12-2023
1680,108633,Customer Return,07-08-2023
1681,175788,Customer Return,19-08-2023
1682,217427,Damaged,26-03-2023
1683,161048,Customer Return,14-06-2023
1684,181609,Expired,13-01-2023
1685,107407,Customer Return,04-06-2023
1686,187136,Expired,21-06-2023
1687,176414,Expired,23-10-2023
1688,221434,Damaged,21-05-2023
1689,62393,Expired,17-01-2023
1690,98077,Damaged,11-09-2023
1691,80784,Damaged,08-01-2023
1692,135470,Expired,30-11-2023
1693,124178,Customer Return,09-02-2023
1694,99772,Customer Return,24-04-2023
1695,65862,Customer Return,09-05-2023
1696,66031,Wrong Item,05-07-2023
1697,232549,Customer Return,21-02-2023
1698,142306,Damaged,08-11-2023
1699,84070,Expired,03-05-2023
1700,189590,Customer Return,09-08-2023
1701,6863,Customer Return,27-06-2023
1702,17531,Wrong Item,07-11-2023
1703,104493,Wrong Item,10-07-2023
1704,200977,Customer Return,19-11-2023
1705,82239,Expired,11-07-2023
1706,135103,Customer Return,23-05-2023
1707,99237,Damaged,01-02-2023
1708,158429,Expired,28-01-2023
1709,62700,Wrong Item,06-07-2023
1710,20137,Expired,12-04-2023
1711,86115,Expired,02-01-2023
1712,40871,Damaged,28-02-2023
1713,132006,Expired,29-01-2023
1714,203752,Customer Return,01-05-2023
1715,60876,Customer Return,25-12-2023
1716,128600,Wrong Item,05-06-2023
1717,228594,Wrong Item,07-07-2023
1718,97361,Wrong Item,09-04-2023
1719,188407,Damaged,17-12-2023
1720,239908,Customer Return,05-04-2023
1721,205375,Damaged,03-08-2023
1722,172518,Customer Return,26-06-2023
1723,210177,Damaged,11-02-2023
1724,16116,Wrong Item,29-01-2023
1725,159723,Expired,29-08-2023
1726,214621,Wrong Item,27-01-2023
1727,137927,Customer Return,02-11-2023
1728,135728,Damaged,20-12-2023
1729,137261,Wrong Item,20-11-2023
1730,186509,Customer Return,13-05-2023
1731,193921,Customer Return,24-04-2023
1732,156167,Wrong Item,05-11-2023
1733,242441,Customer Return,19-06-2023
1734,162285,Expired,01-05-2023
1735,23360,Damaged,12-06-2023
1736,230231,Damaged,28-05-2023
1737,241442,Wrong Item,07-11-2023
1738,125235,Customer Return,19-03-2023
1739,186147,Expired,21-01-2023
1740,57343,Wrong Item,14-12-2023
1741,207309,Wrong Item,12-10-2023
1742,42283,Damaged,09-01-2023
1743,234848,Customer Return,06-07-2023
1744,72719,Customer Return,19-07-2023
1745,159132,Customer Return,10-01-2023
1746,75379,Customer Return,26-07-2023
1747,98225,Damaged,23-12-2023
1748,107851,Damaged,05-11-2023
1749,150720,Wrong Item,07-09-2023
1750,240535,Expired,18-01-2023
1751,205045,Customer Return,31-08-2023
1752,208277,Damaged,30-09-2023
1753,70534,Expired,30-01-2023
1754,130686,Expired,29-07-2023
1755,15875,Damaged,23-08-2023
1756,16602,Wrong Item,27-02-2023
1757,234140,Damaged,16-04-2023
1758,34160,Damaged,26-08-2023
1759,14343,Expired,30-05-2023
1760,74615,Damaged,05-01-2023
1761,55423,Damaged,06-05-2023
1762,224705,Expired,09-07-2023
1763,201497,Damaged,03-02-2023
1764,223610,Wrong Item,17-05-2023
1765,42659,Expired,16-02-2023
1766,95740,Expired,31-08-2023
1767,77299,Expired,01-12-2023
1768,222360,Wrong Item,05-04-2023
1769,219181,Customer Return,09-04-2023
1770,77500,Damaged,23-09-2023
1771,133206,Damaged,19-10-2023
1772,212525,Customer Return,24-01-2023
1773,12428,Wrong Item,26-06-2023
1774,59927,Expired,06-04-2023
1775,57828,Customer Return,02-07-2023
1776,112222,Wrong Item,27-09-2023
1777,230739,Wrong Item,24-04-2023
1778,25926,Damaged,17-09-2023
1779,208207,Damaged,13-04-2023
1780,204649,Customer Return,19-05-2023
1781,22376,Damaged,15-04-2023
1782,161018,Wrong Item,12-12-2023
1783,241133,Damaged,14-11-2023
1784,196550,Expired,10-06-2023
1785,68973,Expired,03-04-2023
1786,169643,Expired,03-06-2023
1787,35434,Wrong Item,15-01-2023
1788,244896,Wrong Item,24-04-2023
1789,148308,Wrong Item,17-01-2023
1790,143100,Customer Return,17-08-2023
1791,138581,Damaged,30-06-2023
1792,235243,Wrong Item,03-02-2023
1793,134524,Customer Return,22-03-2023
1794,97925,Customer Return,22-09-2023
1795,47397,Customer Return,06-04-2023
1796,218966,Customer Return,17-03-2023
1797,212634,Damaged,26-09-2023
1798,113947,Wrong Item,15-11-2023
1799,151750,Wrong Item,10-08-2023
1800,26561,Expired,01-12-2023
1801,193911,Expired,30-10-2023
1802,79275,Expired,23-09-2023
1803,215252,Damaged,11-06-2023
1804,54602,Wrong Item,14-07-2023
1805,6842,Wrong Item,06-05-2023
1806,15329,Damaged,26-10-2023
1807,201320,Customer Return,20-01-2023
1808,33499,Customer Return,28-04-2023
1809,199041,Customer Return,17-10-2023
1810,135593,Expired,15-11-2023
1811,164691,Customer Return,28-04-2023
1812,170323,Customer Return,22-09-2023
1813,77407,Expired,09-03-2023
1814,115390,Wrong Item,23-05-2023
1815,159814,Customer Return,03-02-2023
1816,248023,Expired,23-03-2023
1817,181889,Customer Return,26-05-2023
1818,235405,Wrong Item,22-10-2023
1819,10682,Damaged,23-04-2023
1820,160685,Wrong Item,23-07-2023
1821,175407,Wrong Item,18-12-2023
1822,97453,Damaged,14-04-2023
1823,92601,Customer Return,03-03-2023
1824,215419,Expired,25-08-2023
1825,45853,Wrong Item,04-08-2023
1826,194843,Damaged,25-04-2023
1827,156760,Customer Return,25-05-2023
1828,193727,Expired,07-11-2023
1829,1536,Expired,26-05-2023
1830,217943,Expired,25-08-2023
1831,228297,Expired,26-02-2023
1832,103250,Wrong Item,31-05-2023
1833,37171,Damaged,05-06-2023
1834,23268,Expired,17-08-2023
1835,121164,Customer Return,24-01-2023
1836,161445,Damaged,26-01-2023
1837,131046,Damaged,11-09-2023
1838,176695,Expired,04-11-2023
1839,60990,Expired,18-05-2023
1840,46861,Wrong Item,26-07-2023
1841,53166,Customer Return,18-01-2023
1842,83737,Expired,16-01-2023
1843,228224,Wrong Item,15-08-2023
1844,155372,Expired,01-05-2023
1845,129937,Expired,04-08-2023
1846,13764,Expired,08-05-2023
1847,114903,Damaged,28-05-2023
1848,221893,Wrong Item,05-08-2023
1849,101570,Customer Return,31-12-2023
1850,217044,Wrong Item,19-02-2023
1851,225974,Expired,10-01-2023
1852,12226,Wrong Item,07-02-2023
1853,89369,Damaged,09-11-2023
1854,27027,Damaged,16-10-2023
1855,62531,Damaged,21-12-2023
1856,78703,Wrong Item,06-02-2023
1857,27164,Wrong Item,11-07-2023
1858,4691,Wrong Item,25-05-2023
1859,211349,Expired,05-05-2023
1860,105283,Customer Return,28-08-2023
1861,104296,Expired,06-03-2023
1862,215864,Customer Return,06-11-2023
1863,23627,Damaged,18-08-2023
1864,148628,Customer Return,13-06-2023
1865,20166,Customer Return,08-12-2023
1866,132153,Damaged,18-02-2023
1867,224624,Customer Return,17-04-2023
1868,210179,Expired,16-08-2023
1869,172827,Damaged,20-11-2023
1870,106267,Customer Return,21-06-2023
1871,58085,Damaged,15-08-2023
1872,243367,Damaged,06-09-2023
1873,235368,Wrong Item,20-10-2023
1874,190017,Damaged,17-03-2023
1875,30660,Wrong Item,19-11-2023
1876,133126,Damaged,05-09-2023
1877,181102,Wrong Item,30-07-2023
1878,91544,Expired,05-01-2023
1879,222267,Expired,24-12-2023
1880,96505,Wrong Item,06-05-2023
1881,149643,Customer Return,04-11-2023
1882,148549,Wrong Item,11-01-2023
1883,245189,Customer Return,28-09-2023
1884,217593,Customer Return,04-08-2023
1885,133279,Damaged,26-07-2023
1886,161918,Customer Return,28-02-2023
1887,172257,Wrong Item,29-11-2023
1888,212229,Expired,19-11-2023
1889,84603,Damaged,20-11-2023
1890,53179,Wrong Item,21-05-2023
1891,156752,Wrong Item,08-08-2023
1892,238599,Customer Return,12-12-2023
1893,135200,Wrong Item,08-04-2023
1894,14501,Wrong Item,18-08-2023
1895,97927,Expired,25-07-2023
1896,84573,Expired,08-09-2023
1897,51873,Expired,13-05-2023
1898,56789,Wrong Item,27-08-2023
1899,182715,Damaged,08-05-2023
1900,167135,Customer Return,27-06-2023
1901,96235,Wrong Item,01-05-2023
1902,120199,Damaged,21-03-2023
1903,227155,Customer Return,05-07-2023
1904,94746,Customer Return,23-05-2023
1905,168847,Wrong Item,28-11-2023
1906,196394,Customer Return,07-07-2023
1907,163065,Customer Return,09-09-2023
1908,121327,Damaged,11-06-2023
1909,90513,Wrong Item,31-10-2023
1910,237926,Customer Return,29-07-2023
1911,136008,Customer Return,30-10-2023
1912,3522,Customer Return,28-04-2023
1913,111610,Wrong Item,16-04-2023
1914,66352,Expired,13-04-2023
1915,135092,Expired,07-10-2023
1916,242957,Expired,24-03-2023
1917,163567,Customer Return,27-11-2023
1918,166447,Damaged,02-12-2023
1919,180146,Customer Return,11-03-2023
1920,132112,Expired,15-03-2023
1921,146313,Expired,05-12-2023
1922,199241,Customer Return,14-06-2023
1923,207829,Expired,28-05-2023
1924,76308,Customer Return,17-02-2023
1925,205872,Customer Return,16-01-2023
1926,45558,Customer Return,24-02-2023
1927,26415,Expired,19-05-2023
1928,98138,Expired,08-06-2023
1929,27207,Damaged,21-08-2023
1930,25394,Wrong Item,12-12-2023
1931,243732,Expired,08-08-2023
1932,145159,Customer Return,07-11-2023
1933,186610,Damaged,05-12-2023
1934,5629,Wrong Item,30-03-2023
1935,37678,Wrong Item,23-11-2023
1936,243106,Damaged,15-02-2023
1937,92614,Wrong Item,28-02-2023
1938,203288,Wrong Item,16-10-2023
1939,86944,Expired,21-08-2023
1940,15012,Customer Return,22-08-2023
1941,180812,Expired,22-01-2023
1942,98106,Damaged,10-07-2023
1943,139435,Wrong Item,12-09-2023
1944,229983,Customer Return,21-01-2023
1945,94656,Damaged,04-06-2023
1946,34585,Customer Return,25-02-2023
1947,20089,Expired,17-11-2023
1948,186082,Wrong Item,06-09-2023
1949,149355,Wrong Item,07-08-2023
1950,179504,Expired,16-06-2023
1951,161298,Customer Return,05-07-2023
1952,65225,Customer Return,04-05-2023
1953,234429,Customer Return,30-07-2023
1954,60822,Customer Return,03-01-2023
1955,40884,Expired,19-03-2023
1956,177634,Customer Return,15-07-2023
1957,24998,Damaged,03-05-2023
1958,23871,Damaged,11-06-2023
1959,249731,Expired,15-03-2023
1960,132109,Expired,10-04-2023
1961,114453,Wrong Item,06-12-2023
1962,133319,Wrong Item,29-10-2023
1963,136827,Expired,07-02-2023
1964,103498,Expired,20-09-2023
1965,174847,Wrong Item,11-12-2023
1966,1076,Damaged,16-05-2023
1967,229746,Expired,24-05-2023
1968,208126,Customer Return,16-07-2023
1969,103550,Wrong Item,06-01-2023
1970,212668,Wrong Item,04-02-2023
1971,20372,Expired,27-03-2023
1972,15065,Damaged,06-04-2023
1973,160391,Wrong Item,20-11-2023
1974,192081,Expired,22-04-2023
1975,7081,Wrong Item,16-10-2023
1976,209470,Customer Return,30-03-2023
1977,129094,Wrong Item,26-06-2023
1978,248397,Customer Return,05-01-2023
1979,204203,Customer Return,11-08-2023
1980,96513,Wrong Item,23-07-2023
1981,231895,Expired,22-05-2023
1982,95545,Damaged,13-06-2023
1983,90963,Wrong Item,07-08-2023
1984,167965,Damaged,26-05-2023
1985,60276,Expired,28-11-2023
1986,233538,Expired,19-03-2023
1987,65101,Expired,02-01-2023
1988,152225,Customer Return,08-03-2023
1989,241632,Customer Return,25-11-2023
1990,157651,Expired,21-08-2023
1991,64064,Damaged,01-04-2023
1992,127537,Wrong Item,09-02-2023
1993,216195,Wrong Item,13-03-2023
1994,39545,Expired,03-06-2023
1995,217598,Damaged,09-06-2023
1996,92169,Customer Return,15-08-2023
1997,98751,Damaged,02-07-2023
1998,134437,Damaged,26-01-2023
1999,214918,Customer Return,09-06-2023
2000,18666,Wrong Item,10-11-2023
2001,193178,Expired,07-07-2023
2002,73173,Expired,12-09-2023
2003,49893,Damaged,02-01-2023
2004,207839,Wrong Item,04-09-2023
2005,239893,Expired,12-12-2023
2006,135291,Customer Return,08-08-2023
2007,248742,Expired,23-11-2023
2008,13768,Wrong Item,16-12-2023
2009,194696,Wrong Item,18-12-2023
2010,28602,Expired,03-05-2023
2011,178940,Damaged,23-09-2023
2012,180267,Customer Return,04-04-2023
2013,127655,Wrong Item,26-05-2023
2014,134817,Customer Return,24-02-2023
2015,173481,Wrong Item,18-06-2023
2016,96276,Damaged,29-07-2023
2017,60203,Expired,01-02-2023
2018,196280,Damaged,20-06-2023
2019,49791,Expired,14-03-2023
2020,67015,Wrong Item,04-12-2023
2021,215594,Damaged,06-06-2023
2022,30854,Damaged,20-05-2023
2023,237057,Wrong Item,15-01-2023
2024,200389,Expired,08-08-2023
2025,35316,Customer Return,16-03-2023
2026,44807,Customer Return,30-01-2023
2027,133098,Wrong Item,26-01-2023
2028,245268,Damaged,04-10-2023
2029,183917,Wrong Item,30-07-2023
2030,167416,Expired,30-04-2023
2031,59897,Expired,30-11-2023
2032,89561,Damaged,11-10-2023
2033,210614,Expired,25-03-2023
2034,246872,Customer Return,01-05-2023
2035,143546,Damaged,26-06-2023
2036,155432,Damaged,30-04-2023
2037,231208,Wrong Item,03-01-2023
2038,7639,Damaged,08-08-2023
2039,154013,Damaged,22-11-2023
2040,75895,Wrong Item,14-07-2023
2041,226105,Damaged,13-10-2023
2042,22689,Wrong Item,09-10-2023
2043,168594,Expired,05-11-2023
2044,185382,Damaged,14-06-2023
2045,36345,Damaged,28-08-2023
2046,137101,Customer Return,28-09-2023
2047,242918,Customer Return,14-08-2023
2048,125807,Expired,09-04-2023
2049,67514,Customer Return,05-11-2023
2050,110244,Customer Return,01-07-2023
2051,174134,Wrong Item,04-03-2023
2052,174846,Wrong Item,07-03-2023
2053,85321,Customer Return,28-01-2023
2054,9496,Damaged,17-04-2023
2055,21132,Expired,06-09-2023
2056,195979,Expired,26-07-2023
2057,177566,Damaged,14-04-2023
2058,30740,Wrong Item,21-07-2023
2059,239250,Wrong Item,17-02-2023
2060,109566,Customer Return,19-12-2023
2061,68914,Expired,22-06-2023
2062,1044,Wrong Item,15-01-2023
2063,81846,Expired,12-07-2023
2064,21787,Damaged,25-10-2023
2065,212904,Customer Return,05-03-2023
2066,10914,Customer Return,04-08-2023
2067,245665,Damaged,19-08-2023
2068,5693,Damaged,02-03-2023
2069,19430,Expired,01-03-2023
2070,166729,Wrong Item,25-11-2023
2071,228851,Expired,18-06-2023
2072,104920,Damaged,19-09-2023
2073,159013,Damaged,13-12-2023
2074,224711,Expired,11-04-2023
2075,90527,Wrong Item,04-02-2023
2076,179021,Wrong Item,04-08-2023
2077,71034,Wrong Item,03-12-2023
2078,66496,Customer Return,04-10-2023
2079,120466,Damaged,22-02-2023
2080,91211,Wrong Item,15-08-2023
2081,201992,Customer Return,29-04-2023
2082,182399,Damaged,23-12-2023
2083,32193,Wrong Item,21-03-2023
2084,238196,Damaged,06-04-2023
2085,140385,Expired,29-11-2023
2086,246959,Expired,05-12-2023
2087,198946,Expired,13-10-2023
2088,83871,Damaged,19-08-2023
2089,243888,Expired,30-10-2023
2090,230103,Wrong Item,20-03-2023
2091,124778,Expired,13-07-2023
2092,224059,Wrong Item,08-12-2023
2093,82633,Customer Return,16-09-2023
2094,246448,Damaged,19-07-2023
2095,161076,Expired,19-01-2023
2096,110468,Expired,21-02-2023
2097,244448,Expired,27-12-2023
2098,208591,Damaged,15-05-2023
2099,185511,Expired,20-07-2023
2100,169003,Customer Return,12-09-2023
2101,109297,Wrong Item,17-11-2023
2102,203553,Expired,27-06-2023
2103,234046,Expired,26-10-2023
2104,24652,Damaged,04-12-2023
2105,15788,Wrong Item,28-08-2023
2106,201264,Wrong Item,26-07-2023
2107,109946,Customer Return,09-04-2023
2108,238226,Wrong Item,20-02-2023
2109,82516,Customer Return,14-05-2023
2110,2660,Damaged,30-03-2023
2111,209608,Wrong Item,02-09-2023
2112,227952,Customer Return,27-07-2023
2113,182193,Wrong Item,09-06-2023
2114,223628,Expired,11-07-2023
2115,130049,Damaged,20-07-2023
2116,245325,Damaged,22-08-2023
2117,3845,Customer Return,26-10-2023
2118,68899,Customer Return,26-07-2023
2119,101722,Expired,01-01-2023
2120,28831,Wrong Item,28-05-2023
2121,95966,Customer Return,13-12-2023
2122,244752,Customer Return,03-11-2023
2123,111903,Wrong Item,21-05-2023
2124,199206,Wrong Item,02-06-2023
2125,239985,Wrong Item,07-09-2023
2126,5672,Damaged,25-07-2023
2127,127617,Wrong Item,24-08-2023
2128,73290,Damaged,04-10-2023
2129,9829,Expired,04-03-2023
2130,80992,Damaged,30-08-2023
2131,36219,Damaged,17-09-2023
2132,150793,Damaged,18-04-2023
2133,8515,Damaged,01-11-2023
2134,24966,Wrong Item,06-02-2023
2135,186696,Customer Return,17-06-2023
2136,39366,Wrong Item,25-05-2023
2137,8811,Expired,22-05-2023
2138,248183,Expired,19-12-2023
2139,9803,Damaged,10-12-2023
2140,239949,Expired,10-11-2023
2141,152431,Customer Return,15-09-2023
2142,147694,Expired,21-05-2023
2143,95892,Damaged,11-09-2023
2144,74599,Damaged,26-09-2023
2145,248140,Wrong Item,07-09-2023
2146,17383,Wrong Item,14-10-2023
2147,110667,Customer Return,15-08-2023
2148,175215,Damaged,26-03-2023
2149,35865,Customer Return,16-02-2023
2150,88876,Customer Return,25-12-2023
2151,175657,Damaged,07-02-2023
2152,215730,Expired,06-03-2023
2153,83950,Expired,24-04-2023
2154,103616,Customer Return,12-11-2023
2155,143805,Wrong Item,30-04-2023
2156,196189,Wrong Item,15-06-2023
2157,51145,Wrong Item,28-08-2023
2158,76128,Customer Return,09-01-2023
2159,185777,Damaged,15-01-2023
2160,204546,Customer Return,31-01-2023
2161,41396,Expired,21-09-2023
2162,163868,Expired,20-02-2023
2163,83267,Wrong Item,20-03-2023
2164,79156,Damaged,11-06-2023
2165,231317,Wrong Item,19-04-2023
2166,193515,Customer Return,26-05-2023
2167,249314,Customer Return,03-02-2023
2168,21021,Wrong Item,26-05-2023
2169,79005,Expired,30-08-2023
2170,44853,Wrong Item,03-01-2023
2171,166288,Customer Return,18-07-2023
2172,177575,Expired,17-12-2023
2173,15554,Expired,07-06-2023
2174,43602,Damaged,31-08-2023
2175,223794,Customer Return,14-03-2023
2176,223642,Expired,05-05-2023
2177,14500,Damaged,28-12-2023
2178,231082,Wrong Item,19-11-2023
2179,201349,Damaged,13-02-2023
2180,246258,Expired,08-06-2023
2181,10514,Damaged,26-06-2023
2182,107603,Customer Return,13-05-2023
2183,40238,Customer Return,29-04-2023
2184,248670,Customer Return,06-04-2023
2185,154094,Customer Return,16-09-2023
2186,165120,Wrong Item,20-10-2023
2187,178666,Customer Return,03-10-2023
2188,25601,Customer Return,04-06-2023
2189,144864,Expired,31-12-2023
2190,130009,Damaged,06-05-2023
2191,41557,Wrong Item,11-03-2023
2192,156244,Customer Return,21-09-2023
2193,58370,Customer Return,14-09-2023
2194,106674,Damaged,03-10-2023
2195,123630,Damaged,01-08-2023
2196,65323,Wrong Item,02-05-2023
2197,107319,Customer Return,02-07-2023
2198,171509,Customer Return,07-10-2023
2199,236399,Customer Return,14-03-2023
2200,29172,Customer Return,08-08-2023
2201,229254,Damaged,21-05-2023
2202,22139,Damaged,27-01-2023
2203,198796,Wrong Item,14-02-2023
2204,72935,Wrong Item,01-08-2023
2205,173946,Wrong Item,19-02-2023
2206,126940,Wrong Item,13-08-2023
2207,8107,Customer Return,15-05-2023
2208,159722,Damaged,13-03-2023
2209,75441,Expired,06-07-2023
2210,67691,Wrong Item,08-06-2023
2211,216787,Expired,01-05-2023
2212,181054,Damaged,29-06-2023
2213,141408,Damaged,09-01-2023
2214,216950,Damaged,24-05-2023
2215,174772,Customer Return,15-07-2023
2216,42729,Wrong Item,08-10-2023
2217,202489,Damaged,19-04-2023
2218,145974,Damaged,29-12-2023
2219,218848,Wrong Item,05-09-2023
2220,44585,Expired,07-05-2023
2221,64327,Expired,30-12-2023
2222,115069,Wrong Item,19-05-2023
2223,22802,Damaged,11-08-2023
2224,189636,Wrong Item,23-07-2023
2225,5314,Expired,20-12-2023
2226,146227,Customer Return,12-11-2023
2227,110280,Wrong Item,20-10-2023
2228,123996,Damaged,24-06-2023
2229,131440,Expired,04-09-2023
2230,157765,Wrong Item,26-04-2023
2231,70638,Wrong Item,11-09-2023
2232,208432,Wrong Item,27-01-2023
2233,32643,Expired,19-03-2023
2234,5031,Expired,27-02-2023
2235,126456,Expired,19-01-2023
2236,191290,Expired,10-10-2023
2237,124086,Damaged,05-12-2023
2238,145402,Expired,21-04-2023
2239,102566,Expired,26-03-2023
2240,48426,Customer Return,22-08-2023
2241,188888,Damaged,29-03-2023
2242,49105,Customer Return,11-12-2023
2243,245923,Damaged,22-10-2023
2244,180765,Wrong Item,13-01-2023
2245,78546,Customer Return,15-03-2023
2246,226395,Customer Return,31-08-2023
2247,192218,Damaged,29-05-2023
2248,88199,Expired,27-06-2023
2249,49648,Damaged,26-10-2023
2250,246164,Wrong Item,31-05-2023
2251,86350,Expired,11-03-2023
2252,109554,Wrong Item,06-02-2023
2253,70891,Expired,03-07-2023
2254,195353,Wrong Item,04-10-2023
2255,209384,Expired,14-05-2023
2256,139621,Damaged,10-05-2023
2257,211311,Wrong Item,24-10-2023
2258,223331,Wrong Item,23-08-2023
2259,4505,Expired,14-07-2023
2260,228631,Customer Return,24-10-2023
2261,163550,Damaged,29-05-2023
2262,36804,Damaged,27-02-2023
2263,18429,Expired,07-02-2023
2264,80296,Wrong Item,15-03-2023
2265,242290,Damaged,11-08-2023
2266,78888,Wrong Item,17-06-2023
2267,222241,Expired,28-06-2023
2268,78041,Customer Return,18-05-2023
2269,37544,Customer Return,20-05-2023
2270,120510,Expired,06-12-2023
2271,142433,Expired,12-04-2023
2272,194856,Damaged,18-03-2023
2273,223331,Damaged,17-10-2023
2274,12492,Wrong Item,02-11-2023
2275,38268,Customer Return,18-10-2023
2276,186517,Wrong Item,15-10-2023
2277,49088,Customer Return,04-01-2023
2278,34281,Wrong Item,21-09-2023
2279,221822,Wrong Item,22-09-2023
2280,125397,Expired,02-09-2023
2281,50042,Customer Return,20-08-2023
2282,180604,Damaged,14-03-2023
2283,111291,Wrong Item,10-11-2023
2284,100787,Damaged,17-10-2023
2285,120805,Wrong Item,01-09-2023
2286,149051,Damaged,03-12-2023
2287,8449,Expired,15-07-2023
2288,138986,Damaged,04-08-2023
2289,224984,Customer Return,22-07-2023
2290,101800,Wrong Item,06-05-2023
2291,162790,Wrong Item,13-11-2023
2292,186961,Customer Return,31-12-2023
2293,125929,Expired,28-01-2023
2294,42300,Expired,25-02-2023
2295,176851,Damaged,04-10-2023
2296,145018,Customer Return,28-04-2023
2297,145392,Expired,18-03-2023
2298,12858,Damaged,28-01-2023
2299,187523,Wrong Item,27-08-2023
2300,192305,Damaged,25-12-2023
2301,122816,Damaged,26-10-2023
2302,169603,Damaged,25-02-2023
2303,140226,Wrong Item,08-12-2023
2304,46951,Wrong Item,24-04-2023
2305,68002,Expired,24-12-2023
2306,46541,Customer Return,24-11-2023
2307,212770,Damaged,17-10-2023
2308,91136,Damaged,25-10-2023
2309,160912,Wrong Item,11-09-2023
2310,7971,Wrong Item,22-03-2023
2311,136642,Wrong Item,10-10-2023
2312,179247,Damaged,29-06-2023
2313,62070,Customer Return,23-05-2023
2314,218005,Expired,09-08-2023
2315,141911,Wrong Item,25-02-2023
2316,123601,Expired,14-10-2023
2317,24655,Customer Return,16-04-2023
2318,10238,Expired,24-10-2023
2319,158113,Customer Return,22-01-2023
2320,149595,Wrong Item,20-06-2023
2321,213394,Expired,26-10-2023
2322,244534,Damaged,10-08-2023
2323,236370,Damaged,03-07-2023
2324,219337,Damaged,21-10-2023
2325,70388,Customer Return,28-07-2023
2326,3104,Expired,27-11-2023
2327,227035,Wrong Item,29-09-2023
2328,132549,Damaged,27-02-2023
2329,103136,Customer Return,05-12-2023
2330,91285,Damaged,03-07-2023
2331,83213,Expired,14-07-2023
2332,187949,Damaged,04-09-2023
2333,238008,Wrong Item,06-11-2023
2334,68086,Customer Return,25-12-2023
2335,75709,Wrong Item,28-07-2023
2336,184394,Customer Return,10-06-2023
2337,156888,Damaged,02-06-2023
2338,205944,Wrong Item,10-12-2023
2339,219693,Customer Return,30-08-2023
2340,134001,Damaged,02-03-2023
2341,68270,Customer Return,23-08-2023
2342,141390,Damaged,27-03-2023
2343,927,Damaged,28-05-2023
2344,135425,Damaged,17-05-2023
2345,139905,Damaged,15-02-2023
2346,181973,Damaged,14-05-2023
2347,25865,Customer Return,21-11-2023
2348,83588,Damaged,15-07-2023
2349,57241,Customer Return,12-04-2023
2350,212087,Expired,07-02-2023
2351,169636,Wrong Item,04-03-2023
2352,240400,Expired,01-05-2023
2353,133652,Damaged,14-03-2023
2354,247739,Expired,14-04-2023
2355,189288,Customer Return,13-04-2023
2356,186038,Customer Return,22-04-2023
2357,144162,Damaged,01-01-2023
2358,45009,Damaged,19-04-2023
2359,174811,Damaged,31-08-2023
2360,65045,Customer Return,14-05-2023
2361,184656,Wrong Item,16-04-2023
2362,213603,Damaged,07-07-2023
2363,218149,Damaged,20-12-2023
2364,231118,Customer Return,05-05-2023
2365,86054,Wrong Item,28-06-2023
2366,61715,Wrong Item,09-02-2023
2367,107059,Wrong Item,28-10-2023
2368,145967,Expired,02-03-2023
2369,122167,Wrong Item,29-05-2023
2370,245628,Wrong Item,19-03-2023
2371,186612,Damaged,13-06-2023
2372,116921,Customer Return,28-08-2023
2373,201258,Wrong Item,29-04-2023
2374,56351,Wrong Item,07-10-2023
2375,192502,Wrong Item,04-01-2023
2376,144540,Customer Return,04-04-2023
2377,237987,Expired,14-03-2023
2378,97292,Damaged,09-07-2023
2379,29376,Customer Return,19-07-2023
2380,91655,Expired,10-10-2023
2381,152074,Damaged,17-01-2023
2382,136378,Wrong Item,16-05-2023
2383,67906,Damaged,29-06-2023
2384,47207,Customer Return,29-01-2023
2385,234166,Customer Return,15-02-2023
2386,182481,Expired,24-10-2023
2387,217953,Damaged,05-12-2023
2388,6470,Wrong Item,02-06-2023
2389,44663,Damaged,28-12-2023
2390,91773,Wrong Item,11-10-2023
2391,131114,Damaged,04-03-2023
2392,163264,Damaged,18-07-2023
2393,145479,Wrong Item,17-09-2023
2394,65787,Customer Return,06-04-2023
2395,47143,Wrong Item,18-07-2023
2396,152510,Customer Return,27-08-2023
2397,130367,Damaged,02-01-2023
2398,52700,Wrong Item,23-04-2023
2399,49221,Expired,06-01-2023
2400,152654,Customer Return,02-08-2023
2401,227250,Customer Return,07-09-2023
2402,109367,Expired,30-11-2023
2403,81643,Expired,02-07-2023
2404,90236,Customer Return,21-02-2023
2405,86246,Wrong Item,21-09-2023
2406,155972,Expired,30-07-2023
2407,219620,Damaged,26-05-2023
2408,73974,Wrong Item,27-01-2023
2409,12380,Wrong Item,11-07-2023
2410,173131,Customer Return,21-10-2023
2411,112153,Wrong Item,17-11-2023
2412,83534,Wrong Item,31-05-2023
2413,217307,Damaged,04-12-2023
2414,133015,Customer Return,02-09-2023
2415,176659,Damaged,04-10-2023
2416,31390,Damaged,30-09-2023
2417,61853,Customer Return,18-04-2023
2418,51315,Wrong Item,20-12-2023
2419,191892,Wrong Item,22-03-2023
