product_id,sku_code,category,brand,unit_cost,selling_price
3655,SKU-003655,Beauty,BrandE,5486.63,7784.59
3656,SKU-003656,Home,BrandB,4807.71,8345.67
3657,SKU-003657,Home,BrandE,658.57,948.52
3658,SKU-003658,Grocery,BrandC,2484.47,3863.98
3659,SKU-003659,Grocery,BrandD,2718.03,4921.98
3660,SKU-003660,Electronics,BrandA,2809.18,3968.24
3661,SKU-003661,Home,BrandA,4457.34,6789.45
3662,SKU-003662,Grocery,BrandC,2210.04,4047.02
3663,SKU-003663,Electronics,BrandE,267.87,522.56
3664,SKU-003664,Grocery,BrandA,3750.54,5804.76
3665,SKU-003665,Apparel,BrandE,1119.08,2224.19
3666,SKU-003666,Sports,BrandD,1674.29,2479.16
3667,SKU-003667,Electronics,BrandE,599.93,817.7
3668,SKU-003668,Home,BrandE,1663.44,2704.9
3669,SKU-003669,Apparel,BrandD,1156.67,1651.59
3670,SKU-003670,Home,BrandA,860,1617.04
3671,SKU-003671,Beauty,BrandB,3770.96,4869.98
3672,SKU-003672,Home,BrandE,2696.58,4396.68
3673,SKU-003673,Apparel,BrandD,840.57,1296.11
3674,SKU-003674,Electronics,BrandB,3364.39,5542.52
3675,SKU-003675,Beauty,BrandE,4447.63,5573.86
3676,SKU-003676,Sports,BrandE,799.76,1182.76
3677,SKU-003677,Sports,BrandB,1603.39,3043.82
3678,SKU-003678,Grocery,BrandB,4245.4,6604.68
3679,SKU-003679,Beauty,BrandC,4673.85,7745.44
3680,SKU-003680,Sports,BrandA,3648.7,6936.3
3681,SKU-003681,Apparel,BrandB,5605.67,8399.47
3682,SKU-003682,Home,BrandB,1982.09,3905.28
3683,SKU-003683,Beauty,BrandA,5110.76,6979.88
3684,SKU-003684,Sports,BrandA,4333.14,6171.57
3685,SKU-003685,Home,BrandD,5195.2,10089.39
3686,SKU-003686,Home,BrandC,2016.27,3694.35
3687,SKU-003687,Apparel,BrandE,2736.07,4860.68
3688,SKU-003688,Home,BrandA,759.39,1163.04
3689,SKU-003689,Home,BrandD,1328.74,1702.53
3690,SKU-003690,Grocery,BrandE,4462.62,6575.01
3691,SKU-003691,Home,BrandC,3232.64,4716.6
3692,SKU-003692,Electronics,BrandD,1629.73,2458.74
3693,SKU-003693,Apparel,BrandD,308.91,593.37
3694,SKU-003694,Beauty,BrandA,473.77,650.43
3695,SKU-003695,Beauty,BrandE,253.99,374.85
3696,SKU-003696,Electronics,BrandD,4291.5,6895.75
3697,SKU-003697,Beauty,BrandD,1636.9,2352.21
3698,SKU-003698,Home,BrandE,4656.38,9088.07
3699,SKU-003699,Home,BrandC,5208.58,9401.17
3700,SKU-003700,Sports,BrandD,4963.48,8320.05
3701,SKU-003701,Grocery,BrandB,3792.69,5581.1
3702,SKU-003702,Electronics,BrandC,1091.99,1414.17
3703,SKU-003703,Electronics,BrandE,2199.28,3156.87
3704,SKU-003704,Home,BrandB,2284.27,3852.58
3705,SKU-003705,Apparel,BrandA,2977.11,5573.9
3706,SKU-003706,Grocery,BrandA,5592.26,10256.58
3707,SKU-003707,Home,BrandE,5703.94,10320.63
3708,SKU-003708,Beauty,BrandA,1401.23,2382.98
3709,SKU-003709,Electronics,BrandC,5057.83,9667.54
3710,SKU-003710,Electronics,BrandA,75.39,146.24
3711,SKU-003711,Home,BrandC,4174.14,8075.63
3712,SKU-003712,Electronics,BrandC,4057.07,6086.19
3713,SKU-003713,Electronics,BrandD,2577.74,3575.21
3714,SKU-003714,Beauty,BrandD,5230.49,6932.11
3715,SKU-003715,Home,BrandC,1556.68,2164.75
3716,SKU-003716,Home,BrandD,5992.3,10360.44
3717,SKU-003717,Apparel,BrandA,4557.28,6909.52
3718,SKU-003718,Beauty,BrandA,2452.25,4347.01
3719,SKU-003719,Apparel,BrandD,2377.89,3617.24
3720,SKU-003720,Apparel,BrandE,5172.89,9582.02
3721,SKU-003721,Home,BrandA,1052.86,1943.19
3722,SKU-003722,Electronics,BrandD,4767.48,8440.51
3723,SKU-003723,Beauty,BrandE,1740.2,2526.2
3724,SKU-003724,Electronics,BrandC,3257.75,5251.5
3725,SKU-003725,Grocery,BrandB,5969.51,11562.42
3726,SKU-003726,Sports,BrandA,4321.49,6182.58
3727,SKU-003727,Apparel,BrandB,5704.17,11050.73
3728,SKU-003728,Home,BrandD,2313.26,3111.95
3729,SKU-003729,Grocery,BrandA,2565.79,3548.21
3730,SKU-003730,Sports,BrandB,1186.99,1503.05
3731,SKU-003731,Electronics,BrandB,2825.25,4108.16
3732,SKU-003732,Apparel,BrandA,67.64,132.53
3733,SKU-003733,Home,BrandD,2436.78,3559.3
3734,SKU-003734,Electronics,BrandC,2812.86,4881.88
3735,SKU-003735,Grocery,BrandD,2320.69,3218.03
3736,SKU-003736,Electronics,BrandE,2177.89,3246.59
3737,SKU-003737,Home,BrandB,5212.04,7221.67
3738,SKU-003738,Grocery,BrandA,4107.6,5243.21
3739,SKU-003739,Sports,BrandB,1384.83,2216.11
3740,SKU-003740,Electronics,BrandD,2099.78,2865.15
3741,SKU-003741,Grocery,BrandC,3038.77,5860.9
3742,SKU-003742,Apparel,BrandE,2355.91,2992.14
3743,SKU-003743,Beauty,BrandC,502.46,658.85
3744,SKU-003744,Electronics,BrandB,659.91,890.13
3745,SKU-003745,Sports,BrandC,1557.14,3004.64
3746,SKU-003746,Grocery,BrandB,1567.13,2524.35
3747,SKU-003747,Beauty,BrandD,5918.43,10339.48
3748,SKU-003748,Beauty,BrandE,2945.54,4899
3749,SKU-003749,Sports,BrandC,3324.71,6108.33
3750,SKU-003750,Grocery,BrandB,5110.38,7277.07
3751,SKU-003751,Apparel,BrandD,3580.37,6002.64
3752,SKU-003752,Sports,BrandE,457.5,623.16
3753,SKU-003753,Beauty,BrandC,4766.87,7443.82
3754,SKU-003754,Home,BrandA,5701.95,10418.9
3755,SKU-003755,Home,BrandD,4326.3,8255.77
3756,SKU-003756,Beauty,BrandB,2841.41,3736.68
3757,SKU-003757,Sports,BrandD,322.93,466.26
3758,SKU-003758,Beauty,BrandA,3445.15,6719.54
3759,SKU-003759,Apparel,BrandD,4936.22,7445.61
3760,SKU-003760,Home,BrandC,3925.16,6403.11
3761,SKU-003761,Home,BrandB,4415.25,6499.42
3762,SKU-003762,Beauty,BrandB,3389.34,5574.2
3763,SKU-003763,Electronics,BrandD,2237.54,3174.11
3764,SKU-003764,Beauty,BrandE,269.59,342.71
3765,SKU-003765,Electronics,BrandE,145.03,239.05
3766,SKU-003766,Beauty,BrandA,5442.29,8716.29
3767,SKU-003767,Grocery,BrandA,4535.6,8287.79
3768,SKU-003768,Grocery,BrandA,256.56,486.29
3769,SKU-003769,Sports,BrandC,2300.98,3855.94
3770,SKU-003770,Beauty,BrandB,3056.4,3991.51
3771,SKU-003771,Grocery,BrandB,2735.85,3532.01
3772,SKU-003772,Sports,BrandA,3352.84,4329.07
3773,SKU-003773,Electronics,BrandB,244.65,341.09
3774,SKU-003774,Grocery,BrandA,1018.53,1882.85
3775,SKU-003775,Sports,BrandA,1986.43,3250.77
3776,SKU-003776,Home,BrandA,5649.98,8092.3
3777,SKU-003777,Electronics,BrandA,2292.06,2993.3
3778,SKU-003778,Sports,BrandB,1597.75,3149.56
3779,SKU-003779,Home,BrandD,2264.05,4165.54
3780,SKU-003780,Apparel,BrandA,2346.18,4450.99
3781,SKU-003781,Beauty,BrandE,3128.57,6227.27
3782,SKU-003782,Apparel,BrandA,1583.19,2508.42
3783,SKU-003783,Sports,BrandE,4238.13,7429.71
3784,SKU-003784,Apparel,BrandD,1917.12,3171.21
3785,SKU-003785,Beauty,BrandB,5189.02,6700.22
3786,SKU-003786,Sports,BrandE,4348.89,7370.99
3787,SKU-003787,Beauty,BrandC,4482.17,6665.89
3788,SKU-003788,Beauty,BrandB,4874.15,7367.78
3789,SKU-003789,Apparel,BrandE,5984.97,8847.43
3790,SKU-003790,Grocery,BrandE,2344.32,3886.73
3791,SKU-003791,Sports,BrandC,4313.63,7757.27
3792,SKU-003792,Apparel,BrandD,2337.43,3804.79
3793,SKU-003793,Grocery,BrandE,5546.09,11079.55
3794,SKU-003794,Electronics,BrandE,1488.89,2747.47
3795,SKU-003795,Grocery,BrandB,2310,4384.63
3796,SKU-003796,Grocery,BrandC,5500.85,8148.17
3797,SKU-003797,Apparel,BrandD,3370.57,6374.77
3798,SKU-003798,Beauty,BrandE,2370.7,4642.89
3799,SKU-003799,Apparel,BrandA,3664.8,6039.3
3800,SKU-003800,Grocery,BrandC,4280.4,6636.25
3801,SKU-003801,Electronics,BrandC,1315.16,1905.74
3802,SKU-003802,Apparel,BrandD,4126.06,7306.72
3803,SKU-003803,Home,BrandB,936.27,1647.84
3804,SKU-003804,Grocery,BrandD,4212.82,5631.55
3805,SKU-003805,Apparel,BrandD,5189.98,6712.92
3806,SKU-003806,Home,BrandD,5500.98,9571.64
3807,SKU-003807,Electronics,BrandD,1379.85,1882.53
3808,SKU-003808,Apparel,BrandA,194.4,319.3
3809,SKU-003809,Sports,BrandB,5380.42,7237.06
3810,SKU-003810,Sports,BrandE,2468.74,3367.95
3811,SKU-003811,Beauty,BrandA,5858.39,11263.07
3812,SKU-003812,Grocery,BrandC,1397.96,2281.28
3813,SKU-003813,Sports,BrandD,3160,5065.48
3814,SKU-003814,Home,BrandB,1300.61,2104.38
3815,SKU-003815,Beauty,BrandD,4138.92,5314.33
3816,SKU-003816,Electronics,BrandC,2100.26,3048.77
3817,SKU-003817,Sports,BrandA,623.88,1088.62
3818,SKU-003818,Electronics,BrandC,5015.3,7261.13
3819,SKU-003819,Grocery,BrandC,731.38,1055.36
3820,SKU-003820,Sports,BrandD,949.24,1276.25
3821,SKU-003821,Grocery,BrandB,132.48,232.71
3822,SKU-003822,Grocery,BrandA,493.31,665.67
3823,SKU-003823,Electronics,BrandB,4723.64,6438.87
3824,SKU-003824,Beauty,BrandA,4650.29,8113.69
3825,SKU-003825,Apparel,BrandA,5830.47,9035.05
3826,SKU-003826,Electronics,BrandE,1169.21,1883.62
3827,SKU-003827,Electronics,BrandA,1056.43,1927.89
3828,SKU-003828,Home,BrandD,5330.86,8453.32
3829,SKU-003829,Grocery,BrandD,1957.25,3256.04
3830,SKU-003830,Grocery,BrandA,4419.76,6520.17
3831,SKU-003831,Electronics,BrandD,1220.5,2123.63
3832,SKU-003832,Home,BrandB,135.69,230.91
3833,SKU-003833,Grocery,BrandC,1993.69,3301.46
3834,SKU-003834,Home,BrandB,1211.32,1988.39
3835,SKU-003835,Beauty,BrandB,245.92,474.81
3836,SKU-003836,Apparel,BrandA,5363.62,8054.9
3837,SKU-003837,Beauty,BrandC,5239.23,8659.7
3838,SKU-003838,Beauty,BrandE,1355.23,1979.16
3839,SKU-003839,Grocery,BrandE,4525.85,8083.42
3840,SKU-003840,Sports,BrandC,4858.17,8247.88
3841,SKU-003841,Home,BrandB,1745,3095.45
3842,SKU-003842,Grocery,BrandC,3778.45,7332.26
3843,SKU-003843,Electronics,BrandD,4055.77,7236.6
3844,SKU-003844,Electronics,BrandC,605.35,1196.87
3845,SKU-003845,Sports,BrandC,801.85,1430.77
3846,SKU-003846,Home,BrandE,452.54,649.72
3847,SKU-003847,Home,BrandB,5214.4,6733.24
3848,SKU-003848,Beauty,BrandA,859.96,1672.04
3849,SKU-003849,Electronics,BrandC,456.18,873.26
3850,SKU-003850,Sports,BrandB,2001.43,3391.23
3851,SKU-003851,Apparel,BrandE,5909.7,7952.73
3852,SKU-003852,Home,BrandC,2637.79,4867.01
3853,SKU-003853,Apparel,BrandC,792.98,1417.19
3854,SKU-003854,Home,BrandD,1428.24,2366.8
3855,SKU-003855,Electronics,BrandA,5865.41,8919.79
3856,SKU-003856,Sports,BrandB,1560.01,2020.21
3857,SKU-003857,Electronics,BrandC,618.15,801.03
3858,SKU-003858,Electronics,BrandD,4181.51,6546.82
3859,SKU-003859,Apparel,BrandD,1607.62,3203.47
3860,SKU-003860,Home,BrandA,60.42,93.18
3861,SKU-003861,Home,BrandC,5369.29,9248.74
3862,SKU-003862,Grocery,BrandB,5922.12,7504.43
3863,SKU-003863,Beauty,BrandC,1146.06,1453.94
3864,SKU-003864,Apparel,BrandB,4907.68,6162.93
3865,SKU-003865,Home,BrandD,1475.81,2671.51
3866,SKU-003866,Beauty,BrandB,1549.28,2118.92
3867,SKU-003867,Sports,BrandB,2968.23,4613.62
3868,SKU-003868,Beauty,BrandA,586.98,1098.82
3869,SKU-003869,Electronics,BrandD,2660.05,4043.2
3870,SKU-003870,Home,BrandB,4438.96,6570.12
3871,SKU-003871,Grocery,BrandD,2525.82,3403.88
3872,SKU-003872,Sports,BrandD,210.37,316.69
3873,SKU-003873,Grocery,BrandD,4346.47,7595.25
3874,SKU-003874,Home,BrandB,1362.97,2398.82
3875,SKU-003875,Home,BrandC,2197.53,3008.15
3876,SKU-003876,Electronics,BrandE,848.94,1649.85
3877,SKU-003877,Beauty,BrandA,3048.92,4083.93
3878,SKU-003878,Apparel,BrandD,3041.22,4147.2
3879,SKU-003879,Electronics,BrandD,3814.08,4838.66
3880,SKU-003880,Beauty,BrandC,4048.22,6278.9
3881,SKU-003881,Grocery,BrandC,2870.67,4704.11
3882,SKU-003882,Grocery,BrandC,3422.44,5312.66
3883,SKU-003883,Beauty,BrandD,5425.69,8033.59
3884,SKU-003884,Beauty,BrandD,996.51,1829.45
3885,SKU-003885,Electronics,BrandB,393.27,562.35
3886,SKU-003886,Home,BrandB,2876.65,4573.14
3887,SKU-003887,Grocery,BrandB,3832.66,7540.13
3888,SKU-003888,Home,BrandA,1935.63,3512.52
3889,SKU-003889,Sports,BrandC,2101.42,3990.59
3890,SKU-003890,Grocery,BrandC,4539.74,7817.17
3891,SKU-003891,Sports,BrandA,4454.31,8673.76
3892,SKU-003892,Beauty,BrandA,3546.38,5039.67
3893,SKU-003893,Home,BrandA,5983.34,7968.03
3894,SKU-003894,Apparel,BrandB,4084.5,6371.24
3895,SKU-003895,Beauty,BrandD,3534.46,5643.48
3896,SKU-003896,Beauty,BrandD,1623.53,2531.59
3897,SKU-003897,Grocery,BrandB,2466.44,4271.7
3898,SKU-003898,Grocery,BrandE,2528.32,4886.16
3899,SKU-003899,Sports,BrandB,582.91,1066.48
3900,SKU-003900,Sports,BrandE,3804.65,5674.33
3901,SKU-003901,Electronics,BrandE,5976.7,7921.15
3902,SKU-003902,Electronics,BrandC,47.94,92.98
3903,SKU-003903,Home,BrandB,3978.59,7938.87
3904,SKU-003904,Beauty,BrandB,3449.1,4940.65
3905,SKU-003905,Grocery,BrandD,5285.49,7033.69
3906,SKU-003906,Home,BrandB,4315.13,8192.45
3907,SKU-003907,Electronics,BrandD,5212.03,10339.79
3908,SKU-003908,Sports,BrandD,1050.66,1528.99
3909,SKU-003909,Apparel,BrandA,3809.99,6036.94
3910,SKU-003910,Home,BrandD,4304.8,8399.4
3911,SKU-003911,Grocery,BrandD,5507.73,7758.12
3912,SKU-003912,Apparel,BrandC,2841.27,3741.19
3913,SKU-003913,Home,BrandA,2364.42,3070.15
3914,SKU-003914,Home,BrandA,1406.48,2273.66
3915,SKU-003915,Beauty,BrandB,5271.45,9844.09
3916,SKU-003916,Sports,BrandA,4597.98,6317.5
3917,SKU-003917,Sports,BrandD,4693.09,6185.85
3918,SKU-003918,Grocery,BrandC,4257.58,8233.64
3919,SKU-003919,Home,BrandC,2897.6,5058.63
3920,SKU-003920,Beauty,BrandC,4885.03,9763.98
3921,SKU-003921,Beauty,BrandD,5220.05,7502.55
3922,SKU-003922,Grocery,BrandC,4767.22,6111.76
3923,SKU-003923,Sports,BrandC,4267.05,7935.83
3924,SKU-003924,Sports,BrandB,640.26,1041.28
3925,SKU-003925,Sports,BrandB,3277.57,4550.06
3926,SKU-003926,Grocery,BrandD,5039.66,6614.15
3927,SKU-003927,Electronics,BrandE,1484.49,2459.19
3928,SKU-003928,Apparel,BrandA,2306.21,3422.47
3929,SKU-003929,Apparel,BrandC,4299.44,7372.45
3930,SKU-003930,Beauty,BrandB,1298.97,1772.62
3931,SKU-003931,Electronics,BrandE,5347.88,9736.39
3932,SKU-003932,Apparel,BrandD,160.45,219.34
3933,SKU-003933,Home,BrandC,3455.82,4552.59
3934,SKU-003934,Grocery,BrandA,3141.32,4580.78
3935,SKU-003935,Home,BrandD,2885.39,4850.12
3936,SKU-003936,Apparel,BrandB,1444.34,2885.41
3937,SKU-003937,Sports,BrandA,731.54,1279.82
3938,SKU-003938,Apparel,BrandE,1109.32,1625.52
3939,SKU-003939,Home,BrandC,1819.44,2736.7
3940,SKU-003940,Sports,BrandA,4175.92,8275.81
3941,SKU-003941,Grocery,BrandA,4532.22,8327.56
3942,SKU-003942,Home,BrandC,5866.23,9169.59
3943,SKU-003943,Beauty,BrandB,1167.83,1885.49
3944,SKU-003944,Home,BrandA,2826.35,3852.45
3945,SKU-003945,Grocery,BrandA,178.92,257.24
3946,SKU-003946,Apparel,BrandE,218.95,382.58
3947,SKU-003947,Grocery,BrandD,5738.97,7261.12
3948,SKU-003948,Apparel,BrandE,693.15,943.87
3949,SKU-003949,Sports,BrandE,3792.29,6659.21
3950,SKU-003950,Electronics,BrandA,3657.74,4794.32
3951,SKU-003951,Beauty,BrandA,5271.61,7047.53
3952,SKU-003952,Electronics,BrandC,5052.98,7022.1
3953,SKU-003953,Beauty,BrandA,3670.85,5560.9
3954,SKU-003954,Apparel,BrandA,4539.32,6079.91
3955,SKU-003955,Grocery,BrandC,3921.74,6437.07
3956,SKU-003956,Electronics,BrandB,699.99,989.81
3957,SKU-003957,Sports,BrandD,5620.83,10167.33
3958,SKU-003958,Beauty,BrandB,2340.31,3909.99
3959,SKU-003959,Grocery,BrandD,3782.13,5533.13
3960,SKU-003960,Home,BrandA,57.88,93.58
3961,SKU-003961,Apparel,BrandE,3978.18,6329.12
3962,SKU-003962,Sports,BrandE,4060.43,7100.03
3963,SKU-003963,Electronics,BrandE,3864.4,5438.14
3964,SKU-003964,Beauty,BrandD,3599.8,4682.77
3965,SKU-003965,Home,BrandD,2199.07,2968.61
3966,SKU-003966,Sports,BrandD,2906.44,5496.07
3967,SKU-003967,Grocery,BrandD,5950.57,10722.02
3968,SKU-003968,Sports,BrandD,59.15,75.76
3969,SKU-003969,Home,BrandE,767.45,1027.08
3970,SKU-003970,Grocery,BrandA,3336.39,5774.81
3971,SKU-003971,Grocery,BrandE,5947.06,9802.66
3972,SKU-003972,Beauty,BrandE,4692.12,6116.36
3973,SKU-003973,Electronics,BrandC,2638.52,3858.67
3974,SKU-003974,Grocery,BrandE,4203.17,7916.85
3975,SKU-003975,Beauty,BrandB,2231.49,3260.98
3976,SKU-003976,Home,BrandB,3865.78,6373
3977,SKU-003977,Home,BrandD,2037.94,3080.92
3978,SKU-003978,Home,BrandE,615.64,783.9
3979,SKU-003979,Grocery,BrandC,2097.62,3034.04
3980,SKU-003980,Apparel,BrandB,2366.67,4725.23
3981,SKU-003981,Home,BrandB,1148.96,2129.71
3982,SKU-003982,Beauty,BrandD,1226.62,1767
3983,SKU-003983,Sports,BrandB,642.74,1074.71
3984,SKU-003984,Beauty,BrandE,776.04,1355.18
3985,SKU-003985,Home,BrandE,1040.57,1388.74
3986,SKU-003986,Grocery,BrandC,972.29,1317.4
3987,SKU-003987,Grocery,BrandD,755.1,1431.91
3988,SKU-003988,Grocery,BrandC,5218.1,7612.14
3989,SKU-003989,Grocery,BrandE,4036.86,6210.09
3990,SKU-003990,Sports,BrandD,823.48,1120.03
3991,SKU-003991,Home,BrandD,445.86,809.33
3992,SKU-003992,Apparel,BrandB,2897.32,5776.57
3993,SKU-003993,Electronics,BrandB,4669.2,8889.96
3994,SKU-003994,Electronics,BrandE,1517.38,2854.61
3995,SKU-003995,Electronics,BrandA,99.11,197.25
3996,SKU-003996,Sports,BrandC,5796.87,10114.53
3997,SKU-003997,Sports,BrandB,163.31,268.61
3998,SKU-003998,Beauty,BrandB,2495.86,4184.59
3999,SKU-003999,Grocery,BrandD,5026.37,8138.09
4000,SKU-004000,Apparel,BrandB,240.01,413.91
4001,SKU-004001,Apparel,BrandC,2543.26,3570.01
4002,SKU-004002,Home,BrandB,3649.69,5547.23
4003,SKU-004003,Electronics,BrandC,4000.66,5925.8
4004,SKU-004004,Beauty,BrandC,3105.06,5376.5
4005,SKU-004005,Electronics,BrandD,1994.48,2677.92
4006,SKU-004006,Sports,BrandC,2361.82,3813.74
4007,SKU-004007,Beauty,BrandB,5567.09,10038.88
4008,SKU-004008,Beauty,BrandD,3755.58,4750.38
4009,SKU-004009,Beauty,BrandB,718.23,1318.52
4010,SKU-004010,Home,BrandB,2196.61,3995.46
4011,SKU-004011,Electronics,BrandC,1419.94,2528.03
4012,SKU-004012,Home,BrandB,3948.81,6045.25
4013,SKU-004013,Home,BrandC,5682.16,10643.69
4014,SKU-004014,Apparel,BrandB,187.38,344.56
4015,SKU-004015,Electronics,BrandB,1854.37,3546.58
4016,SKU-004016,Electronics,BrandB,3654.32,7003.8
4017,SKU-004017,Sports,BrandE,5715.62,10267.64
4018,SKU-004018,Apparel,BrandA,3095.64,4131.5
4019,SKU-004019,Electronics,BrandC,316.06,626.03
4020,SKU-004020,Apparel,BrandB,4727.17,7519.97
4021,SKU-004021,Apparel,BrandA,4970.56,6981.4
4022,SKU-004022,Grocery,BrandD,1027.16,1791.84
4023,SKU-004023,Sports,BrandE,3131.28,4272.46
4024,SKU-004024,Home,BrandB,2112.59,3495.88
4025,SKU-004025,Sports,BrandE,4635.48,6620.07
4026,SKU-004026,Home,BrandA,3852.28,5253.57
4027,SKU-004027,Home,BrandC,3101.44,5202.75
4028,SKU-004028,Electronics,BrandC,444.02,672.58
4029,SKU-004029,Apparel,BrandA,1834.95,3453.88
4030,SKU-004030,Apparel,BrandC,3712.69,6198.21
4031,SKU-004031,Apparel,BrandA,171.32,298.37
4032,SKU-004032,Electronics,BrandB,1893.11,3280.33
4033,SKU-004033,Electronics,BrandA,5215.03,9577.03
4034,SKU-004034,Grocery,BrandC,4580.65,7470.04
4035,SKU-004035,Sports,BrandA,2882.87,4613.32
4036,SKU-004036,Sports,BrandB,2346.52,4567.75
4037,SKU-004037,Home,BrandE,542.7,779.38
4038,SKU-004038,Beauty,BrandA,3917.15,6434.36
4039,SKU-004039,Apparel,BrandC,4699.36,7593.49
4040,SKU-004040,Apparel,BrandC,5153.33,6755.3
4041,SKU-004041,Home,BrandC,5542.7,7789.57
4042,SKU-004042,Beauty,BrandE,3437.08,6252.93
4043,SKU-004043,Home,BrandE,2839.87,4449.43
4044,SKU-004044,Sports,BrandB,4820.66,7227.5
4045,SKU-004045,Home,BrandE,1813.47,2678.66
4046,SKU-004046,Home,BrandA,5050.16,8182.18
4047,SKU-004047,Home,BrandD,2576.4,3577.4
4048,SKU-004048,Beauty,BrandA,496.31,849.06
4049,SKU-004049,Home,BrandA,872.41,1739.55
4050,SKU-004050,Apparel,BrandA,3735.7,4887.47
4051,SKU-004051,Electronics,BrandB,5750.56,10606.23
4052,SKU-004052,Sports,BrandA,5440.73,9620.25
4053,SKU-004053,Grocery,BrandC,3543.49,4703.81
4054,SKU-004054,Home,BrandA,4441.12,7885.23
4055,SKU-004055,Electronics,BrandA,1247.06,1594.17
4056,SKU-004056,Sports,BrandD,2271.92,3157.5
4057,SKU-004057,Beauty,BrandB,2592.21,4726.56
4058,SKU-004058,Sports,BrandE,4441.13,5673.63
4059,SKU-004059,Apparel,BrandE,2463.81,3838.35
4060,SKU-004060,Sports,BrandC,2789.51,4807.91
4061,SKU-004061,Home,BrandD,689.48,1076.3
4062,SKU-004062,Beauty,BrandE,4769.72,6454.22
4063,SKU-004063,Grocery,BrandA,5684.34,8121.58
4064,SKU-004064,Home,BrandD,4885.86,6157.05
4065,SKU-004065,Home,BrandB,4724.39,7560.18
4066,SKU-004066,Home,BrandA,2979.73,4046.09
4067,SKU-004067,Sports,BrandA,2580.97,4657.04
4068,SKU-004068,Home,BrandE,1280.33,1804.66
4069,SKU-004069,Grocery,BrandC,5107.05,7790.99
4070,SKU-004070,Apparel,BrandA,2269.59,3454.91
4071,SKU-004071,Grocery,BrandE,4498.99,6881.06
4072,SKU-004072,Apparel,BrandD,2328.08,3950.65
4073,SKU-004073,Beauty,BrandA,87.54,117.83
4074,SKU-004074,Grocery,BrandA,1866.13,3509.63
4075,SKU-004075,Grocery,BrandA,5249.85,8718.1
4076,SKU-004076,Beauty,BrandD,4650.29,7141.95
4077,SKU-004077,Sports,BrandE,4683.43,6960.08
4078,SKU-004078,Sports,BrandA,4763.26,7601.26
4079,SKU-004079,Apparel,BrandD,2732.78,4188.82
4080,SKU-004080,Apparel,BrandD,1212.52,2161.57
4081,SKU-004081,Grocery,BrandE,4578.7,7721.99
4082,SKU-004082,Apparel,BrandA,3772.09,5701.29
4083,SKU-004083,Home,BrandA,1113.36,1633.02
4084,SKU-004084,Home,BrandE,3769.16,6451.81
4085,SKU-004085,Sports,BrandD,953.87,1237.78
4086,SKU-004086,Sports,BrandC,5154.87,8204.61
4087,SKU-004087,Apparel,BrandE,1573.76,2294.25
4088,SKU-004088,Sports,BrandD,2819.82,4048.73
4089,SKU-004089,Beauty,BrandD,1014.22,1582.01
4090,SKU-004090,Apparel,BrandD,2129.63,3818.75
4091,SKU-004091,Grocery,BrandE,1395.87,2294.85
4092,SKU-004092,Electronics,BrandA,2044.05,3930.6
4093,SKU-004093,Grocery,BrandC,3770.45,6424.86
4094,SKU-004094,Electronics,BrandA,1430.34,2480.37
4095,SKU-004095,Electronics,BrandB,1849.07,2635.37
4096,SKU-004096,Beauty,BrandA,790.84,1249.84
4097,SKU-004097,Sports,BrandC,5241.92,10102.73
4098,SKU-004098,Home,BrandA,740.64,1451.14
4099,SKU-004099,Apparel,BrandC,682.68,1342.29
4100,SKU-004100,Sports,BrandB,5029.63,8240.64
4101,SKU-004101,Grocery,BrandA,2080.21,2887.85
4102,SKU-004102,Beauty,BrandB,4628.8,6206.24
4103,SKU-004103,Home,BrandC,4503.67,5808.65
4104,SKU-004104,Home,BrandB,413.48,580.14
4105,SKU-004105,Apparel,BrandA,4680.06,5916.12
4106,SKU-004106,Home,BrandA,2254.09,2902.35
4107,SKU-004107,Home,BrandD,5114.45,7419.27
4108,SKU-004108,Beauty,BrandD,1414.45,1896.17
4109,SKU-004109,Electronics,BrandB,190.48,306.86
4110,SKU-004110,Beauty,BrandC,404.15,675.02
4111,SKU-004111,Electronics,BrandD,2544.83,4229.92
4112,SKU-004112,Sports,BrandD,287.81,386.32
4113,SKU-004113,Sports,BrandE,2282.76,3120.53
4114,SKU-004114,Grocery,BrandB,4548.5,7162.18
4115,SKU-004115,Home,BrandE,2875.71,3944.36
4116,SKU-004116,Sports,BrandD,1201.48,2393.08
4117,SKU-004117,Grocery,BrandB,3993.4,5832.31
4118,SKU-004118,Home,BrandE,447.11,597.55
4119,SKU-004119,Electronics,BrandA,4919.1,9693.27
4120,SKU-004120,Electronics,BrandD,4027.22,8046.54
4121,SKU-004121,Grocery,BrandC,3488.44,5895.44
4122,SKU-004122,Electronics,BrandD,3452.62,6304.96
4123,SKU-004123,Electronics,BrandD,1685.28,2471.39
4124,SKU-004124,Electronics,BrandD,4111.27,6910.63
4125,SKU-004125,Grocery,BrandC,1429.85,2770.15
4126,SKU-004126,Beauty,BrandB,4729.42,6162.47
4127,SKU-004127,Electronics,BrandD,2962.66,5782.76
4128,SKU-004128,Apparel,BrandD,2715.6,4725.74
4129,SKU-004129,Beauty,BrandE,2170.39,3203.28
4130,SKU-004130,Sports,BrandB,542,985.28
4131,SKU-004131,Electronics,BrandB,898.54,1454.76
4132,SKU-004132,Beauty,BrandC,2502.44,4495.27
4133,SKU-004133,Apparel,BrandA,530.69,852.66
4134,SKU-004134,Grocery,BrandC,2059.01,3170.52
