inventory_id,product_id,warehouse_id,supplier_id,opening_stock,closing_stock
2998,2998,6,84,343,0
2999,2999,1,128,1504,1412
3000,3000,4,48,103,0
3001,3001,5,39,1377,741
3002,3002,2,51,665,623
3003,3003,5,111,838,326
3004,3004,2,38,424,96
3005,3005,5,185,1266,958
3006,3006,4,185,682,0
3007,3007,6,194,931,426
3008,3008,2,107,769,120
3009,3009,1,103,619,0
3010,3010,1,17,1231,156
3011,3011,3,63,162,0
3012,3012,3,49,211,0
3013,3013,2,19,654,0
3014,3014,1,68,1062,87
3015,3015,4,48,637,0
3016,3016,5,109,203,44
3017,3017,2,13,168,0
3018,3018,1,156,1693,1109
3019,3019,2,142,144,0
3020,3020,3,20,1908,984
3021,3021,2,106,347,271
3022,3022,5,57,980,785
3023,3023,1,56,971,424
3024,3024,2,24,1174,557
3025,3025,1,115,444,0
3026,3026,4,159,1626,1105
3027,3027,2,156,842,791
3028,3028,3,44,884,332
3029,3029,3,190,1979,1445
3030,3030,6,177,1562,468
3031,3031,3,153,1943,1660
3032,3032,4,88,1112,220
3033,3033,4,187,1116,0
3034,3034,3,28,1150,166
3035,3035,2,57,1646,174
3036,3036,5,55,1177,80
3037,3037,6,192,872,0
3038,3038,1,76,1224,786
3039,3039,2,112,346,0
3040,3040,3,187,1096,243
3041,3041,5,146,759,0
3042,3042,4,114,1566,1313
3043,3043,6,183,668,131
3044,3044,2,132,142,0
3045,3045,5,44,274,0
3046,3046,2,145,732,0
3047,3047,3,49,1556,1436
3048,3048,4,187,221,0
3049,3049,3,143,1967,1888
3050,3050,6,41,1340,438
3051,3051,3,67,1721,523
3052,3052,5,122,1194,779
3053,3053,1,70,203,0
3054,3054,6,35,1869,971
3055,3055,1,111,1157,202
3056,3056,4,23,1046,588
3057,3057,2,102,361,188
3058,3058,4,166,1275,218
3059,3059,5,101,786,488
3060,3060,5,49,1065,399
3061,3061,3,37,893,784
3062,3062,3,107,871,690
3063,3063,2,70,382,0
3064,3064,2,134,186,0
3065,3065,4,200,1297,0
3066,3066,2,191,560,397
3067,3067,6,161,1292,519
3068,3068,6,152,146,38
3069,3069,6,60,744,0
3070,3070,1,143,1761,1429
3071,3071,4,167,301,0
3072,3072,5,17,1284,171
3073,3073,4,75,603,0
3074,3074,6,79,268,0
3075,3075,5,169,189,0
3076,3076,6,158,751,0
3077,3077,1,77,1331,680
3078,3078,6,153,1540,734
3079,3079,3,84,1309,35
3080,3080,5,110,1464,1046
3081,3081,3,173,1581,1354
3082,3082,1,38,1817,1756
3083,3083,5,120,1976,1792
3084,3084,5,154,464,460
3085,3085,3,59,1138,315
3086,3086,6,125,1054,373
3087,3087,5,125,181,0
3088,3088,2,63,1280,161
3089,3089,3,45,484,26
3090,3090,6,96,1208,467
3091,3091,5,25,631,0
3092,3092,1,96,1858,1167
3093,3093,2,104,1088,70
3094,3094,3,191,1708,792
3095,3095,4,27,869,76
3096,3096,2,76,1754,321
3097,3097,3,169,572,0
3098,3098,5,157,476,0
3099,3099,6,124,628,413
3100,3100,6,114,981,0
3101,3101,2,155,1943,813
3102,3102,5,138,154,0
3103,3103,6,63,105,0
3104,3104,4,66,779,0
3105,3105,4,185,1136,479
3106,3106,6,121,656,0
3107,3107,2,156,1914,1327
3108,3108,1,168,1737,308
3109,3109,5,75,1422,928
3110,3110,2,6,1811,1393
3111,3111,1,189,1812,802
3112,3112,3,3,1044,843
3113,3113,5,47,1164,0
3114,3114,5,17,1073,778
3115,3115,5,157,884,0
3116,3116,6,95,657,0
3117,3117,4,29,225,0
3118,3118,4,150,1613,616
3119,3119,6,193,274,0
3120,3120,4,123,1840,1085
3121,3121,2,62,1102,372
3122,3122,3,52,294,0
3123,3123,4,123,771,615
3124,3124,5,123,1369,1109
3125,3125,1,165,407,0
3126,3126,2,176,1445,1203
3127,3127,6,60,1304,474
3128,3128,2,1,1364,485
3129,3129,4,185,1638,404
3130,3130,3,94,601,0
3131,3131,2,114,590,0
3132,3132,3,57,1158,1067
3133,3133,5,86,1866,1004
3134,3134,3,68,912,0
3135,3135,6,194,798,227
3136,3136,4,31,1939,959
3137,3137,1,95,927,289
3138,3138,6,103,1753,1412
3139,3139,1,14,423,256
3140,3140,4,100,390,0
3141,3141,2,100,278,47
3142,3142,3,89,1173,638
3143,3143,1,165,462,54
3144,3144,3,42,1009,406
3145,3145,3,149,103,0
3146,3146,1,55,653,0
3147,3147,3,103,1808,1701
3148,3148,1,69,1624,486
3149,3149,5,150,1515,1397
3150,3150,3,167,436,0
3151,3151,6,76,1998,972
3152,3152,5,38,1298,348
3153,3153,1,67,1347,127
3154,3154,1,175,1337,314
3155,3155,2,3,1486,132
3156,3156,1,126,493,0
3157,3157,4,44,464,0
3158,3158,2,56,267,0
3159,3159,1,97,1204,1196
3160,3160,4,23,1365,436
3161,3161,4,194,1509,454
3162,3162,2,26,475,0
3163,3163,2,34,530,0
3164,3164,2,190,900,203
3165,3165,1,188,1202,289
3166,3166,3,62,473,117
3167,3167,6,167,602,0
3168,3168,1,152,1128,508
3169,3169,5,8,293,0
3170,3170,6,104,375,228
3171,3171,5,108,647,0
3172,3172,3,85,441,274
3173,3173,4,102,745,699
3174,3174,5,150,1957,1904
3175,3175,4,87,1644,1398
3176,3176,4,39,426,0
3177,3177,1,89,1070,328
3178,3178,6,139,1857,1607
3179,3179,6,51,478,333
3180,3180,3,50,700,0
3181,3181,5,119,185,0
3182,3182,6,82,697,0
3183,3183,1,77,1270,251
3184,3184,4,159,741,153
3185,3185,2,78,541,0
3186,3186,5,40,1799,1455
3187,3187,5,113,495,0
3188,3188,5,143,1314,0
3189,3189,5,199,1432,305
3190,3190,4,66,1173,764
3191,3191,4,90,1597,1106
3192,3192,3,143,240,0
3193,3193,4,4,1739,1683
3194,3194,1,19,1761,819
3195,3195,2,33,166,0
3196,3196,1,102,1070,0
3197,3197,5,119,1623,1016
3198,3198,2,86,1365,153
3199,3199,1,86,1152,545
3200,3200,1,191,575,0
3201,3201,6,62,615,522
3202,3202,2,77,871,255
3203,3203,5,45,839,44
3204,3204,4,116,1200,155
3205,3205,3,91,1909,1194
3206,3206,2,14,1654,553
3207,3207,2,87,706,0
3208,3208,2,49,245,0
3209,3209,4,48,107,0
3210,3210,1,68,179,0
3211,3211,2,6,301,0
3212,3212,6,164,114,0
3213,3213,5,100,930,0
3214,3214,4,126,1848,519
3215,3215,5,115,1226,0
3216,3216,3,78,1734,1363
3217,3217,1,10,1241,1159
3218,3218,6,8,1981,928
3219,3219,1,120,1224,610
3220,3220,2,77,491,0
3221,3221,2,51,868,179
3222,3222,5,154,1820,743
3223,3223,6,89,837,77
3224,3224,2,35,896,430
3225,3225,5,101,638,0
3226,3226,6,90,268,0
3227,3227,3,102,1875,412
3228,3228,6,100,854,117
3229,3229,5,27,1270,441
3230,3230,6,164,1317,310
3231,3231,6,158,603,0
3232,3232,3,24,1949,1891
3233,3233,3,12,924,129
3234,3234,3,24,1904,910
3235,3235,1,5,238,0
3236,3236,2,62,179,0
3237,3237,3,18,398,0
3238,3238,4,152,822,791
3239,3239,2,30,686,0
3240,3240,5,8,277,0
3241,3241,5,15,113,0
3242,3242,2,183,1654,405
3243,3243,6,128,1067,0
3244,3244,4,87,1565,1509
3245,3245,1,6,843,243
3246,3246,5,180,842,401
3247,3247,3,29,228,0
3248,3248,6,180,1703,1081
3249,3249,6,120,217,31
3250,3250,2,171,524,0
3251,3251,5,2,1115,770
3252,3252,6,61,1974,1010
3253,3253,6,46,710,0
3254,3254,1,99,1419,839
3255,3255,1,96,1494,501
3256,3256,6,85,332,0
3257,3257,5,26,1635,678
3258,3258,2,67,465,0
3259,3259,6,56,1574,913
3260,3260,3,90,631,0
3261,3261,5,38,212,0
3262,3262,6,66,313,0
3263,3263,1,51,1350,1040
3264,3264,3,200,1718,505
3265,3265,3,191,1347,605
3266,3266,5,161,1694,683
3267,3267,1,37,1212,724
3268,3268,1,192,1986,616
3269,3269,4,97,1518,55
3270,3270,1,4,1520,180
3271,3271,3,114,1717,1275
3272,3272,4,119,503,0
3273,3273,4,183,307,230
3274,3274,5,23,1720,1159
3275,3275,2,45,420,76
3276,3276,1,11,379,0
3277,3277,5,110,481,451
3278,3278,6,114,735,658
3279,3279,5,81,646,308
3280,3280,2,154,689,0
3281,3281,1,130,922,321
3282,3282,3,107,687,0
3283,3283,2,66,1576,89
3284,3284,1,191,1696,1641
3285,3285,4,22,1204,0
3286,3286,5,82,1316,645
3287,3287,4,160,589,0
3288,3288,6,81,536,111
3289,3289,1,10,1504,853
3290,3290,4,41,143,0
3291,3291,1,143,1531,1001
3292,3292,3,3,1106,57
3293,3293,2,176,1479,700
3294,3294,2,26,558,490
3295,3295,1,34,659,242
3296,3296,2,118,1984,1920
3297,3297,6,127,1395,1279
3298,3298,1,63,226,0
3299,3299,5,144,567,0
3300,3300,6,2,1811,614
3301,3301,2,169,543,0
3302,3302,4,169,654,0
3303,3303,4,138,1698,891
3304,3304,6,77,1419,410
3305,3305,2,13,927,160
3306,3306,3,168,621,0
3307,3307,5,12,1380,155
3308,3308,3,158,332,0
3309,3309,2,30,1089,0
3310,3310,6,21,394,0
3311,3311,3,21,348,177
3312,3312,6,68,130,0
3313,3313,4,73,1242,667
3314,3314,3,38,1764,1370
3315,3315,1,74,800,195
3316,3316,2,114,125,0
3317,3317,6,181,1933,1739
3318,3318,1,87,332,31
3319,3319,6,55,829,0
3320,3320,4,98,569,236
3321,3321,1,107,1562,236
3322,3322,4,88,1339,441
3323,3323,3,56,151,0
3324,3324,1,101,1515,906
3325,3325,5,183,1352,548
3326,3326,1,157,720,0
3327,3327,3,79,1533,1264
3328,3328,1,45,1781,1456
3329,3329,6,144,722,115
3330,3330,1,180,557,56
3331,3331,3,133,1404,1326
3332,3332,3,196,1130,531
3333,3333,6,130,826,0
3334,3334,6,192,245,0
3335,3335,2,147,582,0
3336,3336,2,52,1948,1178
3337,3337,6,192,1593,558
3338,3338,1,200,399,319
3339,3339,3,73,383,0
3340,3340,3,34,118,0
3341,3341,2,37,1888,755
3342,3342,1,199,1385,570
3343,3343,2,165,1814,1666
3344,3344,6,194,1872,1429
3345,3345,6,137,1120,621
3346,3346,1,170,346,0
3347,3347,1,73,211,0
3348,3348,2,178,1599,1441
3349,3349,3,90,524,0
3350,3350,4,141,749,0
3351,3351,1,104,1373,1022
3352,3352,4,95,253,0
3353,3353,1,3,1905,1738
3354,3354,5,16,1562,967
3355,3355,2,94,584,0
3356,3356,6,167,968,0
3357,3357,5,39,1806,1042
3358,3358,5,83,1345,813
3359,3359,4,195,1545,226
3360,3360,5,92,1097,587
3361,3361,6,198,1343,273
3362,3362,4,34,379,0
3363,3363,2,106,716,0
3364,3364,2,156,1252,333
3365,3365,4,3,1942,1031
3366,3366,1,139,655,0
3367,3367,1,57,1575,421
3368,3368,1,42,936,598
3369,3369,3,6,1404,1115
3370,3370,2,67,1662,1447
3371,3371,5,46,616,0
3372,3372,2,89,1974,757
3373,3373,5,199,1079,320
3374,3374,6,186,535,162
3375,3375,2,130,563,0
3376,3376,4,130,155,0
3377,3377,3,168,1097,988
3378,3378,6,65,1098,0
3379,3379,2,48,1723,1391
3380,3380,2,47,1961,1073
3381,3381,2,55,1318,1221
3382,3382,4,33,1993,635
3383,3383,4,87,271,0
3384,3384,5,39,1340,0
3385,3385,1,167,257,0
3386,3386,1,106,1585,463
3387,3387,1,2,501,299
3388,3388,2,177,557,0
3389,3389,1,146,1253,1229
3390,3390,6,124,124,0
3391,3391,5,123,1975,1013
3392,3392,4,51,1000,977
3393,3393,6,101,1993,1227
3394,3394,5,113,270,0
3395,3395,4,71,554,0
3396,3396,3,134,1058,0
3397,3397,4,39,1185,0
3398,3398,6,7,1683,568
3399,3399,6,187,173,0
3400,3400,6,48,1870,1158
3401,3401,2,151,718,570
3402,3402,4,160,1946,1738
3403,3403,4,56,1389,284
3404,3404,2,184,575,0
3405,3405,4,128,1086,728
3406,3406,2,125,625,140
3407,3407,1,56,1766,1151
3408,3408,2,148,572,461
3409,3409,3,103,411,0
3410,3410,3,187,122,0
3411,3411,3,66,1155,1146
3412,3412,6,25,322,0
3413,3413,6,135,549,296
3414,3414,1,88,207,0
3415,3415,5,11,1692,466
3416,3416,4,13,1141,0
3417,3417,1,95,718,0
3418,3418,3,11,450,0
3419,3419,1,15,1257,1042
3420,3420,2,151,1490,238
3421,3421,5,28,1580,1452
3422,3422,4,148,1432,320
3423,3423,1,97,1349,47
3424,3424,5,88,1540,164
3425,3425,5,46,349,0
3426,3426,3,97,186,0
3427,3427,2,139,144,0
3428,3428,4,165,1900,1818
3429,3429,1,86,380,18
3430,3430,3,168,1813,991
3431,3431,1,129,1879,847
3432,3432,3,12,1891,826
3433,3433,3,146,870,0
3434,3434,2,74,934,0
3435,3435,3,83,1665,1424
3436,3436,6,147,1679,1113
3437,3437,4,76,996,888
3438,3438,4,16,1690,1562
3439,3439,4,90,1070,541
3440,3440,3,152,830,436
3441,3441,6,182,1373,974
3442,3442,2,72,1191,994
3443,3443,4,157,866,0
3444,3444,3,109,1093,536
3445,3445,5,172,1065,528
3446,3446,6,151,1583,936
3447,3447,3,24,405,0
3448,3448,4,134,1926,1252
3449,3449,3,55,1493,1239
3450,3450,1,3,830,0
3451,3451,3,198,887,335
3452,3452,4,47,1211,0
3453,3453,3,112,1142,45
3454,3454,1,154,1737,1184
3455,3455,2,72,1987,504
3456,3456,3,44,945,344
3457,3457,3,18,560,152
3458,3458,3,51,1722,1604
3459,3459,3,38,613,258
3460,3460,4,29,1344,607
3461,3461,3,64,1283,261
3462,3462,6,63,899,323
3463,3463,2,76,368,0
3464,3464,5,88,1996,929
3465,3465,2,59,1757,1733
3466,3466,5,181,864,0
3467,3467,4,174,1583,542
3468,3468,2,200,1901,1382
3469,3469,1,139,1076,72
3470,3470,4,3,462,192
3471,3471,1,114,815,0
3472,3472,5,62,297,144
3473,3473,2,84,1306,1244
3474,3474,4,128,1806,1107
3475,3475,6,24,1953,1370
3476,3476,6,169,113,0
3477,3477,5,108,704,0
3478,3478,6,151,1074,166
3479,3479,6,99,664,0
3480,3480,5,31,1414,212
3481,3481,4,12,764,518
3482,3482,5,87,936,0
3483,3483,2,187,374,0
3484,3484,1,122,989,0
3485,3485,1,67,1973,700
3486,3486,2,142,857,293
3487,3487,1,194,251,0
3488,3488,5,37,1712,1434
3489,3489,4,10,156,0
3490,3490,1,81,562,0
3491,3491,6,43,1679,496
3492,3492,2,56,1506,80
3493,3493,2,78,1981,1883
3494,3494,1,59,729,623
3495,3495,2,31,868,203
3496,3496,1,126,590,0
3497,3497,2,53,1570,1505
3498,3498,5,133,1221,365
3499,3499,5,159,183,0
3500,3500,1,147,1634,1020
3501,3501,6,162,1961,1531
3502,3502,6,138,1079,108
3503,3503,4,146,1151,0
3504,3504,1,152,257,32
3505,3505,4,69,1000,76
3506,3506,1,98,1022,51
3507,3507,1,6,388,0
3508,3508,4,183,1522,921
3509,3509,2,41,1719,660
3510,3510,2,82,528,497
3511,3511,5,96,1114,0
3512,3512,6,135,1651,1469
3513,3513,4,6,444,0
3514,3514,2,36,932,327
3515,3515,3,163,715,0
3516,3516,1,134,491,0
3517,3517,5,129,1640,1296
3518,3518,2,14,928,558
3519,3519,2,48,924,182
3520,3520,2,67,1369,496
3521,3521,2,47,1364,340
3522,3522,3,196,1387,1107
3523,3523,3,15,379,0
3524,3524,1,58,1654,797
3525,3525,3,64,1082,354
3526,3526,1,169,538,108
3527,3527,5,99,594,0
3528,3528,1,23,795,4
3529,3529,1,15,733,623
3530,3530,5,128,241,0
3531,3531,2,139,1892,664
3532,3532,5,91,1157,74
3533,3533,1,86,1876,1550
3534,3534,2,79,326,0
3535,3535,1,193,204,0
3536,3536,5,98,392,0
3537,3537,3,93,821,324
3538,3538,6,2,654,80
3539,3539,1,74,227,0
3540,3540,6,22,860,322
3541,3541,2,188,1891,829
3542,3542,4,57,715,307
3543,3543,5,63,1928,437
3544,3544,6,106,1441,1094
3545,3545,2,100,910,0
3546,3546,3,109,746,0
3547,3547,3,114,974,0
3548,3548,1,65,135,126
3549,3549,2,116,1333,190
3550,3550,2,103,1395,1105
3551,3551,4,92,198,0
3552,3552,2,133,267,0
3553,3553,1,147,404,222
3554,3554,4,31,443,0
3555,3555,5,91,1669,1118
3556,3556,3,23,1358,1358
3557,3557,6,11,1162,988
3558,3558,1,28,1073,1035
3559,3559,4,190,734,494
3560,3560,6,176,1569,1354
3561,3561,2,188,1514,1364
3562,3562,2,22,1063,697
3563,3563,1,149,1093,1090
3564,3564,2,94,137,11
3565,3565,5,126,332,0
3566,3566,5,147,1669,1648
3567,3567,1,29,819,157
3568,3568,3,121,1138,0
3569,3569,5,96,1184,0
3570,3570,2,40,1564,647
3571,3571,1,146,594,0
3572,3572,1,84,910,159
3573,3573,3,188,240,0
3574,3574,5,120,1010,441
3575,3575,6,36,1072,722
3576,3576,5,153,239,0
3577,3577,2,98,1286,257
3578,3578,3,117,844,0
3579,3579,1,189,322,0
3580,3580,2,152,1115,245
3581,3581,2,63,1145,0
3582,3582,2,168,1193,74
3583,3583,3,119,411,193
3584,3584,3,149,494,0
3585,3585,4,170,1481,1305
3586,3586,1,196,1505,1243
3587,3587,1,31,1765,414
3588,3588,4,47,1605,1518
3589,3589,1,10,582,0
3590,3590,3,122,272,0
3591,3591,1,107,805,0
3592,3592,4,80,603,0
3593,3593,1,75,962,252
3594,3594,5,143,1702,895
3595,3595,5,40,1688,837
3596,3596,3,164,315,162
3597,3597,3,9,1842,1290
3598,3598,2,3,1813,531
3599,3599,3,173,814,121
3600,3600,2,91,1666,280
3601,3601,4,152,907,0
3602,3602,5,179,689,481
3603,3603,4,37,896,270
3604,3604,3,159,1892,785
3605,3605,6,171,662,0
3606,3606,4,54,262,0
3607,3607,5,58,1522,1109
3608,3608,3,153,1087,0
3609,3609,4,119,1658,799
3610,3610,2,140,997,145
3611,3611,3,35,225,0
3612,3612,1,110,1489,1245
3613,3613,2,161,615,421
3614,3614,2,33,576,320
3615,3615,5,107,1794,1361
3616,3616,5,48,1892,636
3617,3617,4,45,1331,161
3618,3618,1,86,949,519
3619,3619,6,184,1911,1718
3620,3620,2,189,1882,828
3621,3621,2,120,1162,981
3622,3622,1,150,1875,1111
3623,3623,4,180,1087,2
3624,3624,6,16,1808,1736
3625,3625,1,147,1087,0
3626,3626,3,155,1932,1658
3627,3627,4,189,1510,1114
3628,3628,6,137,1448,1031
3629,3629,2,197,1210,21
3630,3630,4,40,1708,574
3631,3631,1,131,1325,757
3632,3632,6,86,735,411
3633,3633,6,116,360,0
3634,3634,4,83,1354,1119
3635,3635,1,145,1211,258
3636,3636,2,40,1522,376
3637,3637,1,113,1797,370
3638,3638,3,68,1080,160
3639,3639,5,179,147,0
3640,3640,6,191,159,0
3641,3641,1,126,1912,538
3642,3642,5,111,201,0
3643,3643,2,148,177,73
3644,3644,6,184,1035,729
3645,3645,6,100,836,284
3646,3646,4,19,1662,1085
3647,3647,3,182,1623,1610
3648,3648,5,153,528,280
3649,3649,1,98,1290,366
3650,3650,2,48,1502,98
3651,3651,1,106,1440,1397
3652,3652,1,181,1606,361
3653,3653,4,177,1299,285
3654,3654,2,48,1330,537
3655,3655,1,165,1058,471
3656,3656,4,175,1400,403
3657,3657,3,176,527,0
3658,3658,2,124,434,0
3659,3659,6,75,131,0
3660,3660,6,181,1386,1371
3661,3661,6,131,938,0
3662,3662,1,4,1480,245
3663,3663,6,149,1307,1087
3664,3664,1,12,1986,1047
3665,3665,2,181,1234,835
3666,3666,4,132,508,352
3667,3667,1,123,118,0
3668,3668,1,5,598,497
3669,3669,1,121,1382,681
3670,3670,2,150,217,0
3671,3671,4,57,1920,525
3672,3672,3,199,591,369
3673,3673,5,124,355,0
3674,3674,5,56,884,761
3675,3675,3,92,1334,1162
3676,3676,6,97,388,212
3677,3677,5,182,1616,605
3678,3678,3,123,664,0
3679,3679,4,164,1023,184
3680,3680,1,174,1703,558
3681,3681,3,1,521,0
3682,3682,5,14,768,0
3683,3683,4,108,1052,639
3684,3684,1,93,1836,1676
3685,3685,6,72,126,0
3686,3686,4,121,1279,39
3687,3687,4,42,199,0
3688,3688,4,130,356,0
3689,3689,3,11,796,740
3690,3690,5,125,1979,567
3691,3691,4,124,992,670
3692,3692,5,135,381,0
3693,3693,2,188,520,507
3694,3694,3,101,800,0
3695,3695,2,95,1896,1788
3696,3696,3,84,185,0
3697,3697,1,63,1414,803
3698,3698,4,8,263,184
3699,3699,3,182,939,49
3700,3700,6,144,585,215
3701,3701,2,9,1617,1331
3702,3702,6,136,1936,1339
3703,3703,4,86,1477,1123
3704,3704,3,95,891,326
3705,3705,6,59,250,0
3706,3706,5,51,411,0
3707,3707,5,109,856,0
3708,3708,1,168,1106,516
3709,3709,2,38,603,205
3710,3710,1,177,1574,1017
3711,3711,3,57,119,0
3712,3712,3,64,635,0
3713,3713,5,198,1962,1575
3714,3714,4,188,137,0
3715,3715,1,134,1658,516
3716,3716,6,141,1889,1385
3717,3717,4,173,1018,182
3718,3718,6,138,1046,921
3719,3719,2,164,305,0
3720,3720,2,3,1602,1527
3721,3721,5,107,488,0
3722,3722,5,130,1786,1131
3723,3723,4,90,214,0
3724,3724,6,86,829,0
3725,3725,3,55,1669,984
3726,3726,4,144,605,505
3727,3727,3,146,586,337
3728,3728,4,32,985,0
3729,3729,6,175,693,0
3730,3730,4,63,269,0
3731,3731,2,96,1739,1016
3732,3732,6,89,1233,638
3733,3733,4,131,1230,201
3734,3734,5,182,1936,651
3735,3735,3,177,1167,0
3736,3736,2,59,222,0
3737,3737,2,169,1109,0
3738,3738,3,57,1400,694
3739,3739,4,156,1856,967
3740,3740,2,146,1559,388
3741,3741,6,84,921,0
3742,3742,5,84,1039,526
3743,3743,3,143,644,0
3744,3744,3,64,143,0
3745,3745,3,129,1862,1428
3746,3746,2,27,372,0
3747,3747,2,169,1021,666
3748,3748,5,41,1024,31
3749,3749,2,90,448,0
3750,3750,2,138,976,573
3751,3751,3,178,482,0
3752,3752,1,71,1127,351
3753,3753,2,185,1713,239
3754,3754,1,187,1381,943
3755,3755,5,195,546,129
3756,3756,6,85,1666,1072
3757,3757,6,199,1728,986
3758,3758,6,200,1633,332
3759,3759,6,167,1266,0
3760,3760,5,23,1331,569
3761,3761,3,28,778,0
3762,3762,4,95,528,0
3763,3763,5,23,1885,1676
3764,3764,6,3,215,0
3765,3765,5,59,1019,77
3766,3766,3,147,478,88
3767,3767,2,3,1419,996
3768,3768,6,9,1886,791
3769,3769,3,20,1086,580
3770,3770,2,38,101,0
3771,3771,2,178,1220,325
3772,3772,2,120,1017,776
3773,3773,5,198,160,0
3774,3774,5,154,1292,877
3775,3775,6,51,1434,438
3776,3776,3,6,809,37
3777,3777,1,34,1562,1108
3778,3778,2,178,586,0
3779,3779,6,156,672,0
3780,3780,1,161,1734,1261
3781,3781,4,45,563,0
3782,3782,3,192,1575,692
3783,3783,3,196,1971,1765
3784,3784,2,97,1978,1576
3785,3785,6,112,1805,1060
3786,3786,4,65,178,0
3787,3787,1,41,814,0
3788,3788,1,117,1915,1791
3789,3789,1,73,255,0
3790,3790,6,192,108,0
3791,3791,4,174,1346,121
3792,3792,5,129,848,525
3793,3793,2,156,524,0
3794,3794,3,23,436,0
3795,3795,1,126,1932,560
3796,3796,1,112,588,0
3797,3797,4,5,923,148
3798,3798,2,11,557,0
3799,3799,1,29,1351,821
3800,3800,4,166,492,130
3801,3801,4,11,758,0
3802,3802,6,58,1668,824
3803,3803,6,185,1543,646
3804,3804,2,27,1929,1517
3805,3805,5,42,1298,367
3806,3806,4,162,1641,1251
3807,3807,4,152,1968,1110
3808,3808,6,140,540,0
3809,3809,5,71,730,605
3810,3810,1,145,1888,1820
3811,3811,4,174,1165,0
3812,3812,5,36,1281,0
3813,3813,3,176,1662,1128
3814,3814,1,126,629,404
3815,3815,4,192,1852,1495
3816,3816,1,108,245,0
3817,3817,6,8,1830,982
3818,3818,2,48,1770,1756
3819,3819,6,119,1613,1537
3820,3820,4,8,1268,984
3821,3821,1,14,1648,1373
3822,3822,2,63,1129,214
3823,3823,6,196,1912,639
3824,3824,1,9,1540,292
3825,3825,5,33,1147,178
3826,3826,6,151,1333,744
3827,3827,6,107,1840,1632
3828,3828,6,127,1113,341
3829,3829,1,100,1575,725
3830,3830,5,104,1184,1171
3831,3831,5,136,1321,0
3832,3832,4,76,506,356
3833,3833,6,184,1199,0
3834,3834,3,196,398,0
3835,3835,6,144,666,0
3836,3836,1,145,1699,999
3837,3837,5,1,1296,392
3838,3838,3,63,1749,1674
3839,3839,1,199,604,337
3840,3840,2,181,1119,0
3841,3841,1,118,588,34
3842,3842,3,90,1138,816
3843,3843,6,106,1816,1709
3844,3844,1,184,1535,342
3845,3845,4,16,1952,473
3846,3846,2,73,1276,0
3847,3847,1,146,690,0
3848,3848,1,72,1419,1234
3849,3849,5,60,176,86
3850,3850,5,143,467,0
3851,3851,5,131,1692,308
3852,3852,4,59,1547,775
3853,3853,5,35,1609,467
3854,3854,6,44,212,0
3855,3855,4,17,568,0
3856,3856,1,104,1742,835
3857,3857,5,179,1644,1241
3858,3858,2,129,849,210
3859,3859,1,132,1052,977
3860,3860,5,164,1214,390
3861,3861,3,108,645,284
3862,3862,2,124,1918,1218
3863,3863,2,7,364,0
3864,3864,4,127,770,0
3865,3865,2,36,1499,413
3866,3866,4,200,257,0
3867,3867,5,149,1466,55
3868,3868,2,9,1161,0
3869,3869,2,166,716,0
3870,3870,6,199,718,0
3871,3871,6,30,1693,1308
3872,3872,3,32,800,0
3873,3873,6,94,1725,1685
3874,3874,2,175,118,0
3875,3875,1,200,321,0
3876,3876,5,140,252,0
3877,3877,6,62,349,0
3878,3878,4,133,768,124
3879,3879,6,49,365,89
3880,3880,5,65,826,0
3881,3881,2,181,382,0
3882,3882,4,45,302,0
3883,3883,4,162,1681,1341
3884,3884,1,52,749,310
3885,3885,6,189,1966,1165
3886,3886,6,118,191,0
3887,3887,5,123,1690,613
3888,3888,6,188,1292,0
3889,3889,4,90,1981,496
3890,3890,6,191,1748,952
3891,3891,2,157,1848,1797
3892,3892,3,50,528,0
3893,3893,1,48,853,0
3894,3894,1,125,1941,739
3895,3895,3,50,1177,49
3896,3896,6,71,1239,0
3897,3897,6,37,951,226
3898,3898,1,13,692,677
3899,3899,1,146,498,0
3900,3900,3,188,364,0
3901,3901,1,187,1202,211
3902,3902,5,151,595,0
3903,3903,4,48,637,0
3904,3904,3,159,608,0
3905,3905,1,85,1391,628
3906,3906,3,38,561,0
3907,3907,4,55,738,613
3908,3908,6,74,219,15
3909,3909,3,177,1149,221
3910,3910,1,154,182,148
3911,3911,6,177,1070,0
3912,3912,6,3,240,0
3913,3913,2,162,1598,1532
3914,3914,4,54,180,0
3915,3915,4,69,1884,1727
3916,3916,4,47,1948,459
3917,3917,4,78,1056,0
3918,3918,4,35,286,0
3919,3919,3,180,1428,0
3920,3920,5,181,1953,1227
3921,3921,1,84,399,0
3922,3922,4,95,1157,0
3923,3923,4,123,1437,357
3924,3924,6,176,1765,288
3925,3925,1,97,1176,378
3926,3926,2,78,1027,235
3927,3927,4,53,1997,598
3928,3928,1,149,1751,765
3929,3929,6,25,489,105
3930,3930,3,151,1937,1746
3931,3931,3,49,993,560
3932,3932,5,76,635,209
3933,3933,3,22,1904,547
3934,3934,3,109,1069,250
3935,3935,1,146,912,0
3936,3936,1,84,1214,0
3937,3937,3,9,307,160
3938,3938,5,29,1390,420
3939,3939,1,175,496,239
3940,3940,4,41,1820,1090
3941,3941,5,162,1064,424
3942,3942,1,122,145,0
3943,3943,5,158,885,227
3944,3944,4,175,1126,843
3945,3945,5,61,231,0
3946,3946,1,154,1305,0
